,AC,AF,AR,AS,AST,AY,A_Ahc_PL,A_Def_Rat,A_Form_Tot4,A_GoalDiff_Ahc_last,A_GoalDiff_last,A_Off_Rat,A_PL,A_Pts,A_Pts_Ahc,A_Pts_Ahc_Exp,A_Pts_Exp,A_Pts_Tot4,A_Pts_Tot_Exp4,A_Win_Ahc,A_att_Poi_mix,A_avgG,A_avgGD,A_avgG_c,A_avgS,A_avgST,A_avgST_c,A_avgS_c,A_def_Poi_mix,A_pred_Mas,A_pred_PoiMas,A_pred_Poi_mix,A_prob_ahc_odds,A_prob_odds,A_xG_Mas,A_xG_PoiMas,A_xG_Poi_mix,Away,AwayId,AwayTeam,B365A,B365D,B365H,BSA,BSD,BSH,BWA,BWD,BWH,Bb1X2,BbAH,BbAHh,BbAv<2.5,BbAv>2.5,BbAvA,BbAvAHA,BbAvAHH,BbAvD,BbAvH,BbMx<2.5,BbMx>2.5,BbMxA,BbMxAHA,BbMxAHH,BbMxD,BbMxH,BbOU,D_PL,D_pred_Mas,D_pred_PoiMas,D_pred_Poi_mix,D_prob_odds,Date,Div,Draw,FTAG,FTHG,FTR,Form_Diff_Tot4,GBA,GBD,GBH,GoalDiff,GoalDiff_Ahc,HC,HF,HFA,HR,HS,HST,HTAG,HTHG,HTR,HY,H_Ahc_PL,H_Def_Rat,H_Form_Tot4,H_GoalDiff_Ahc_last,H_GoalDiff_last,H_Off_Rat,H_PL,H_Pts,H_Pts_Ahc,H_Pts_Ahc_Exp,H_Pts_Exp,H_Pts_Tot4,H_Pts_Tot_Exp4,H_Win_Ahc,H_att_Poi_mix,H_avgG,H_avgGD,H_avgG_c,H_avgS,H_avgST,H_avgST_c,H_avgS_c,H_def_Poi_mix,H_pred_Mas,H_pred_PoiMas,H_pred_Poi_mix,H_prob_ahc_odds,H_prob_odds,H_xG_Mas,H_xG_PoiMas,H_xG_Poi_mix,Handicap,Home,HomeId,HomeTeam,IWA,IWD,IWH,LBA,LBD,LBH,Lg_AG,Lg_AS,Lg_AST,Lg_HG,Lg_HS,Lg_HST,O_pred_Mas,O_pred_PoiMas,O_pred_Poi_mix,Over_PL,Over_prob_odds,PSA,PSCA,PSCD,PSCH,PSD,PSH,Result,SBA,SBD,SBH,SJA,SJD,SJH,U_pred_Mas,U_pred_PoiMas,U_pred_Poi_mix,Under_PL,Under_prob_odds,VCA,VCD,VCH,WHA,WHD,WHH,round,rps_Book,rps_Mas,rps_PoiMas,rps_Poi_mix,season,xGD_Mas,Res,H_xgb_xG,A_xgb_xG,XGB_hc,Hc_Diff_xgb,H_svr_xG,A_svr_xG,SVR_hc,Hc_Diff_svr,H_ann_xG,A_ann_xG,ANN_hc,Hc_Diff_ann,Hc_Diff_avg,A_pred_Rdf,D_pred_Rdf,H_pred_Rdf,A_pred_Xgb,D_pred_Xgb,H_pred_Xgb,H_pred_Ann,D_pred_Ann,A_pred_Ann,rps_Rdf,rps_Xgb,rps_ANN,H_pred_avg,D_pred_avg,A_pred_avg,rps_avg
33,4,21,1,8,2,7,-1.0,0.2854,0.36140793679923405,-0.25,0.0,2.4523,-1.0,0,0.0,0.4987080103359174,1.2100681425450754,2.0,5.533912779317355,-10,0.7392962663506127,1.0,-1.5,2.5,7.666666666666667,2.8333333333333335,5.5,16.666666666666668,1.2623248030722691,0.5469,0.4309,0.2993,0.4987080103359174,0.317161705411192,2.4523,1.8881659001786388,1.3240318003572775,0,10,Betis,3.1,3.5,2.2,,,,3.1,3.6,2.2,35,18.0,-0.25,2.36,1.57,3.11,1.94,1.93,3.54,2.21,2.47,1.64,3.33,1.98,1.98,3.75,2.27,31,-1.0,0.195,0.2203,0.2378,0.2585830263114995,03/12/17,SP1,0,0,1,H,-0.13109778933772434,,,,1,0.75,6,12,0.362,0,21,7,0,1,H,1,0.9299999999999999,0.0,0.2303101474615097,1.25,0.0,1.5926,1.31,3,1.0,0.5012919896640827,1.5313488311434256,1.0,4.341971081266073,1,0.8663271484438946,0.8333333333333334,-2.0,2.8333333333333335,12.833333333333334,5.166666666666667,5.333333333333333,11.333333333333334,1.478061082937582,0.2581,0.3488,0.4629,0.5012919896640827,0.4242552682773087,1.6692,1.6847236154118348,1.7002472308236696,0.25,1,13,Las Palmas,3.3,3.35,2.2,3.0,3.6,2.2,1.2116788321167884,10.583941605839415,4.065693430656935,1.5547445255474452,13.956204379562044,5.0,0.7792,0.6924,0.5822,-1.0,0.6005089058524172,3.21,3.09,3.79,2.31,3.74,2.27,1,,,,,,,0.2208,0.3076,0.4178,1.3599999999999999,0.3994910941475827,3.0,3.75,2.2,3.2,3.2,2.25,14,0.21603677174288477,0.42475761,0.304868125,0.18902845000000001,18,-0.7831000000000001,green,1.5333565,1.0665923,-0.4667642,0.21676421165466309,1.1020427704838545,0.9038000621743378,-0.19824270830951662,-0.051757291690483376,1.7011375,0.87667567,-0.8244619,0.5744618773460388,0.24648959910340618,0.28479309883727794,0.3177537178725906,0.39745318329013146,0.31282535,0.2687952,0.41837952,0.6724729,0.20876066,0.11876641,0.22208488773626772,0.2180710258142371,0.06068973638526043,0.4961018642971144,0.2651031913270854,0.2387949543099078,0.15546817831214257
34,6,17,0,12,4,4,-1.0,0.9529,0.9077664698546019,-1.25,-1.0,2.2178,-1.0,0,0.0,0.5090439276485788,1.3628082478941952,5.0,5.508024548208811,-10,0.7882120235344503,1.0555555555555556,-0.5476190476190476,1.603174603174603,8.698412698412698,2.8095238095238098,4.96031746031746,15.658730158730158,1.0486176029429,0.3255,0.2576,0.1997,0.5090439276485788,0.3564431909135953,0.8587,0.7855364208724136,0.7123728417448273,0,18,Villarreal,2.62,3.25,2.79,,,,2.6,3.2,2.8,35,18.0,0.0,1.6,2.32,2.66,1.9,1.97,3.13,2.78,1.66,2.42,2.82,1.94,2.01,3.3,2.91,30,-1.0,0.3355,0.313,0.2847,0.2934786751534093,03/12/17,SP1,0,1,3,H,-0.9077664698546019,,,,2,2.0,5,11,0.362,0,12,5,0,0,D,2,0.97,1.3591,0.0,-0.5,-1.0,1.4739,1.7999999999999998,3,1.0,0.49095607235142114,1.3437130769523955,0.0,2.835983539556289,1,0.8194836544596754,0.5,-0.3333333333333333,0.8333333333333334,13.166666666666666,5.166666666666667,2.6666666666666665,9.333333333333334,0.7513379009090538,0.339,0.4293,0.5156,0.49095607235142114,0.35007813393299536,0.883,1.107788213309942,1.332576426619884,-0.0,1,0,Leganes,2.6,3.3,2.7,2.62,3.0,2.8,1.2028985507246377,10.565217391304348,4.050724637681159,1.5507246376811594,14.007246376811594,5.0144927536231885,0.2538,0.2945,0.3355,1.3199999999999998,0.40816326530612246,2.78,2.75,3.34,2.8,3.16,2.91,2,,,,,,,0.7462,0.7055,0.6645,-1.0,0.5918367346938775,2.75,3.25,2.8,2.7,3.1,2.7,14,0.27472509017034163,0.271435625,0.19605389,0.13726172500000003,18,0.02429999999999999,green,1.1371186,0.90861005,-0.22850853,0.22850853204727173,1.100562103223104,0.9023167622492506,-0.1982453409738535,0.1982453409738535,1.1171069,0.83113945,-0.28596747,0.28596746921539307,0.23757378074550609,0.32861537744354946,0.27981964445483365,0.39156497810161695,0.19559184,0.28457046,0.5198377,0.46664155,0.2546899,0.2786685,0.23909062108242615,0.13440601719689838,0.1810637017166994,0.4593480669587075,0.27302666735772185,0.26762523588124826,0.18196389776674396
35,5,13,0,9,4,2,1.0699999999999998,0.724,0.7167204859989385,-1.0,-1.0,1.2323,5.57,3,1.0,0.4678663239074551,0.6851353633140089,3.0,4.185732176775597,1,0.6786003585499463,0.5,-1.0,1.5,7.5,3.3333333333333335,4.666666666666667,14.833333333333334,0.9867287760520749,0.0729,0.163,0.2747,0.4678663239074551,0.1494906286936455,0.3296,0.6031349959219694,0.8766699918439387,1,12,Alaves,6.0,3.79,1.6,,,,5.25,3.9,1.65,34,17.0,-0.75,1.74,2.07,5.69,2.07,1.82,3.77,1.63,1.81,2.14,6.59,2.13,1.84,4.0,1.7,28,-1.0,0.2351,0.2789,0.3,0.2366634772330725,04/12/17,SP1,0,3,2,A,1.290459901422225,,,,-1,-1.75,6,8,0.362,0,11,3,0,0,D,1,-1.0,0.9027,2.0071803874211636,0.25,0.0,1.9483,-1.0,0,0.0,0.5321336760925449,2.078201159452918,8.0,3.9856905986802933,-10,0.7583265370483638,0.9444444444444445,-0.4523809523809524,1.396825396825397,13.904761904761905,3.134920634920635,4.507936507936509,10.357142857142858,1.07527707168367,0.692,0.5581,0.4253,0.5321336760925449,0.6138458940732818,1.5863,1.3772254950275191,1.168150990055038,0.75,0,3,Girona,5.0,3.7,1.7,5.8,3.6,1.61,1.2014388489208634,10.575539568345324,4.0503597122302155,1.5611510791366907,13.992805755395684,5.014388489208633,0.3006,0.318,0.3355,1.0699999999999998,0.45669291338582685,6.59,6.57,4.15,1.6,3.94,1.63,-1,,,,,,,0.6994,0.682,0.6645,-1.0,0.5433070866141733,5.75,3.9,1.62,6.0,3.4,1.67,14,0.5500864861752783,0.6691892049999999,0.506022305,0.35347009000000007,18,1.2567,red,1.6008579,0.83759224,-0.7632656,0.013265609741210938,1.1022035676592035,0.9012160005265729,-0.20098756713263055,-0.5490124328673694,1.5436952,0.6701342,-0.873561,0.12356102466583252,-0.137395266153442,0.17946904328829533,0.23587118255378767,0.584659774157917,0.19375387,0.2318364,0.5744097,0.57703465,0.24666664,0.17629877,0.507549051220306,0.4899896654935595,0.5057264043877923,0.5787013832243004,0.23812473869085962,0.18317389298600117,0.5010501021943392
36,3,12,0,6,1,0,-1.0,0.0,0.9569408922365832,0.75,1.0,1.4107,-1.0,0,0.0,0.5025906735751295,1.1862915977201693,4.0,4.179986488665055,-10,0.7929189129887799,0.753968253968254,-1.4523809523809526,2.206349206349206,8.317460317460316,3.698412698412698,7.507936507936509,19.88888888888889,1.4495356641503379,0.1963,0.2696,0.3465,0.5025906735751295,0.3011288839860269,0.8635,1.0992350185607225,1.334970037121445,0,13,Las Palmas,3.25,3.25,2.29,,,,3.25,3.3,2.3,38,24.0,-0.25,1.74,2.1,3.31,1.92,1.94,3.27,2.28,1.8,2.19,3.55,1.97,1.99,3.4,2.35,31,-1.0,0.2454,0.2536,0.2531,0.28290494576208863,08/12/17,SP1,0,0,2,H,0.508885973584662,,,,2,1.75,8,23,0.3897,0,22,9,0,1,H,2,0.94,0.5472,1.4658268658212452,1.75,1.0,1.2557,1.3599999999999999,3,1.0,0.49740932642487046,1.5308034565177424,6.0,4.093252852640571,1,0.6410467110525938,0.6031746031746031,-1.246031746031746,1.849206349206349,11.753968253968253,3.0555555555555554,5.571428571428572,13.801587301587302,1.3865063266685984,0.5583,0.4769,0.4003,0.49740932642487046,0.4159661702518846,1.6454,1.5494828405088767,1.4535656810177535,0.25,1,12,Alaves,3.15,3.3,2.3,3.25,3.2,2.25,1.2142857142857142,10.564285714285715,4.05,1.5642857142857143,13.97142857142857,5.0,0.4585,0.4937,0.5278,-1.0,0.45312499999999994,3.45,3.26,3.47,2.36,3.33,2.32,2,,,,,,,0.5415,0.5063,0.4722,0.74,0.5468749999999999,3.3,3.4,2.3,3.2,3.3,2.25,15,0.21588705953046028,0.11681628999999999,0.17313193000000002,0.23988582500000002,18,0.7818999999999999,green,1.4010017,0.84717023,-0.55383146,0.30383145809173584,1.1015869172677673,0.9031613424012463,-0.1984255748665209,-0.051574425133479096,1.3265083,0.843386,-0.4831223,0.23312228918075562,0.1617931073796708,0.259150254755195,0.29193442710509837,0.4489153181397066,0.24643023,0.23694752,0.51662225,0.49430898,0.258638,0.24705303,0.1854265905603717,0.14719095676174831,0.15837930381703602,0.48661551392353725,0.2625066477334199,0.2508778383430428,0.16325166015783582
37,7,13,0,7,2,4,0.565,0.171,1.7400904712070608,1.75,2.0,1.6712,-1.0,1,0.75,0.4510309278350516,1.0473165184388902,9.0,5.172144867707313,1,0.8288853366784189,0.6984126984126985,-2.1666666666666665,2.865079365079365,9.833333333333334,3.5873015873015874,5.96031746031746,10.904761904761905,1.1929896097978685,0.0737,0.1282,0.1956,0.4510309278350516,0.2559944971950212,0.5375000000000001,0.7676372472708846,0.997774494541769,0,14,Eibar,3.75,3.39,2.04,,,,3.8,3.4,1.95,38,21.0,-0.25,1.7,2.15,3.88,2.13,1.75,3.34,2.03,1.75,2.27,4.1,2.19,1.8,3.45,2.1,32,2.51,0.1652,0.1977,0.2227,0.2793330268538266,09/12/17,SP1,1,0,0,D,-0.3998857942729064,,,,0,-0.25,9,14,0.3897,0,6,3,0,0,D,1,-0.5,1.1337,1.3402046769341545,1.25,1.0,2.0198,-1.0,1,0.25,0.5489690721649485,1.6733504547072835,7.0,5.223082802556073,-10,1.0110161636863,1.9603174603174605,0.9603174603174603,1.0,12.285714285714286,4.96031746031746,4.357142857142857,10.825396825396824,0.9984081846744958,0.761,0.674,0.5817,0.5489690721649485,0.4646724759511523,2.2385,2.064480932886582,1.890461865773163,0.25,0,16,Getafe,3.8,3.4,2.0,3.8,3.2,2.05,1.2056737588652482,10.53191489361702,4.028368794326241,1.5673758865248226,14.02836879432624,5.028368794326241,0.5248,0.5382,0.5513,-1.0,0.44155844155844154,4.1,3.83,3.51,2.11,3.38,2.08,0,,,,,,,0.4752,0.4618,0.4487,0.7,0.5584415584415584,4.0,3.4,2.05,4.0,3.4,1.95,15,0.14072684625035295,0.29228372,0.23536844500000004,0.188317125,18,1.701,yellow,1.2666147,1.1990561,-0.06755853,-0.18244147300720215,1.1024776644879963,0.9024565792647267,-0.20002108522326967,-0.04997891477673033,1.241075,1.2337446,-0.0073304176,-0.24266958236694336,-0.15836332338362527,0.2163214359267758,0.25528970371768306,0.5283888603555411,0.28265953,0.22684151,0.49049893,0.4178903,0.25810522,0.32400453,0.16299487569462484,0.16024281382606365,0.1398056044279361,0.47892603361961744,0.24674547715678954,0.27432849915770047,0.15231313283915898
38,1,21,0,3,0,4,-1.0,1.2167,0.8820249968160268,2.0,2.0,1.4664,-1.0,0,0.0,0.5194805194805195,1.162995009302188,3.0,3.4012641487821025,-10,0.9631311850500983,0.8492063492063492,-0.20634920634920637,1.0555555555555556,10.944444444444445,4.23015873015873,4.865079365079365,11.722222222222221,0.8480347082545785,0.4932,0.4459,0.4016,0.5194805194805195,0.28922422703245426,1.4134,1.3815919696866827,1.3497839393733655,0,0,Leganes,3.2,3.2,2.37,,,,3.2,3.25,2.35,38,22.0,-0.25,1.64,2.24,3.21,1.85,2.0,3.2,2.36,1.7,2.33,3.37,1.9,2.05,3.35,2.45,31,-1.0,0.2713,0.2701,0.266,0.2953223282048253,09/12/17,SP1,0,0,1,H,-0.6232209230508693,,,,1,0.75,6,16,0.3897,0,15,4,0,1,H,4,1.0,0.053,0.25880407376515746,-0.75,-2.0,1.7121,1.3599999999999999,3,1.0,0.4805194805194806,1.5416826624929865,1.0,3.8639268132518443,1,0.9116599530294083,1.2063492063492063,-0.5873015873015873,1.7936507936507937,13.80952380952381,4.642857142857143,4.079365079365079,11.626984126984127,1.1706261848373232,0.2355,0.2839,0.3324,0.4805194805194806,0.41545344476272034,0.8851,1.0441674696729706,1.203234939345941,0.25,1,7,La Coruna,3.15,3.3,2.3,3.2,3.1,2.35,1.1971830985915493,10.507042253521126,4.014084507042254,1.556338028169014,13.971830985915494,5.014084507042254,0.4036,0.437,0.4697,-1.0,0.4226804123711341,3.37,3.39,3.32,2.36,3.26,2.4,1,,,,,,,0.5964,0.563,0.5303,0.6399999999999999,0.577319587628866,3.25,3.3,2.37,3.3,3.2,2.25,15,0.2126726643711454,0.4138532449999999,0.35585760499999997,0.30348615999999995,18,-0.5283,green,1.229537,1.0324988,-0.19703817,-0.05296182632446289,1.099605494763749,0.9060992855577452,-0.1935062092060038,-0.05649379079399619,1.3123984,0.98644555,-0.3259529,0.07595288753509521,-0.011167576527787956,0.2793478279750581,0.27159171620210765,0.4490604558228341,0.3376556,0.26515004,0.39719436,0.43494502,0.2594008,0.30565417,0.19078479516626298,0.2386929758018419,0.2063558020977152,0.42706660954948555,0.26538085712062237,0.307552533329892,0.21142061532537804
39,3,11,0,11,3,2,-1.0,1.1451,1.5656216334761324,0.75,2.0,1.9329,-1.0,0,0.0,0.4766839378238342,0.5006019744762823,9.0,5.748515354899255,-10,1.0221122125432935,0.8492063492063492,-0.8095238095238096,1.6587301587301588,12.484126984126982,4.2063492063492065,3.904761904761905,15.904761904761905,0.9862232125671808,0.1828,0.1469,0.1186,0.4766839378238342,0.11330879570706204,0.7044000000000001,0.7616219958924737,0.8188439917849472,0,4,Sevilla,8.5,5.5,1.33,,,,8.25,5.75,1.33,38,22.0,-1.5,3.8,1.25,8.54,2.02,1.84,5.86,1.31,4.3,1.29,9.75,2.07,1.9,6.4,1.35,31,-1.0,0.27,0.2189,0.1799,0.16067558735509618,09/12/17,SP1,0,0,5,H,-0.6956216175351747,,,,5,3.5,9,12,0.3897,0,20,8,0,5,H,0,0.8400000000000001,1.2285,0.8700000159409577,-1.25,0.0,2.1945,0.3500000000000001,3,1.0,0.5233160621761658,2.3387224381686216,8.0,9.195402130363775,1,1.491409621433345,2.0,1.2063492063492063,0.7936507936507936,20.944444444444443,8.111111111111112,2.547619047619048,7.4523809523809526,0.6738910762626943,0.5472,0.6341,0.7015,0.5233160621761658,0.7260156169378419,1.4391,1.861268667688806,2.2834373353776116,1.5,1,17,Real Madrid,8.0,5.3,1.35,8.5,5.75,1.3,1.1888111888111887,10.454545454545455,3.9860139860139854,1.5524475524475525,13.979020979020978,5.006993006993007,0.3621,0.4873,0.5993,0.25,0.7524752475247526,8.85,8.65,6.1,1.35,6.4,1.33,5,,,,,,,0.6379,0.5127,0.4007,-1.0,0.24752475247524752,8.5,6.25,1.3,9.0,5.5,1.29,15,0.04395316267326804,0.11922184,0.07774590499999999,0.05158410499999999,18,0.7346999999999999,green,2.4916563,0.9651619,-1.5264944,0.026494383811950684,1.1101978097887952,0.9013333362696487,-0.2088644735191465,-1.2911355264808535,2.810823,0.6673195,-2.1435034,0.6435034275054932,-0.20704590505446988,0.0878553650024233,0.14044641584205808,0.7716982191555185,0.05293923,0.09946227,0.84759855,0.8261594,0.13040662,0.04343397,0.02992013414823535,0.013014378776375679,0.016053528664844663,0.8151520631628726,0.12343843489901285,0.061409521806329415,0.01896994334061497
40,2,12,0,13,5,5,-0.5,0.5479,1.612205848535875,2.5,0.0,2.4116,-1.0,0,0.25,0.4896373056994819,0.8910131654264453,7.0,4.341877314461457,-10,1.2422539329242053,2.206349206349206,0.5079365079365079,1.6984126984126984,10.80952380952381,4.111111111111111,4.809523809523809,14.523809523809524,1.0165257405323433,0.1487,0.2204,0.3142,0.4896373056994819,0.216776011624323,1.2898,1.4061045924832665,1.5224091849665327,0,2,Celta,5.0,4.0,1.66,,,,4.75,4.0,1.7,38,22.0,-0.75,2.44,1.54,4.72,1.97,1.89,4.08,1.69,2.54,1.57,5.0,2.01,1.94,4.3,1.74,30,-1.0,0.1661,0.1961,0.2237,0.2406851305534763,09/12/17,SP1,0,1,2,H,-0.4130877911862061,,,,1,0.25,10,16,0.3897,0,13,7,0,1,H,2,0.44499999999999995,1.1218,1.199118057349669,-1.25,-1.0,2.9897,0.81,3,0.75,0.5103626943005183,1.8683017040200787,7.0,5.837623707770389,1,1.174062836216932,2.507936507936508,2.0555555555555554,0.4523809523809524,13.555555555555555,5.5476190476190474,5.055555555555556,12.992063492063492,1.038088992089191,0.6852,0.5835,0.4621,0.5103626943005183,0.5425388578222008,2.8314999999999997,2.3564325567425026,1.8813651134850058,0.75,1,1,Valencia,5.0,4.0,1.65,4.6,4.0,1.7,1.1805555555555556,10.458333333333334,3.9791666666666665,1.5763888888888886,14.020833333333334,5.027777777777778,0.7791,0.725,0.661,0.54,0.6130653266331658,4.77,4.53,4.08,1.81,4.29,1.73,1,,,,,,,0.2209,0.275,0.339,-1.0,0.3869346733668342,4.75,4.2,1.73,5.0,4.2,1.62,15,0.1281312679091826,0.06060536499999999,0.11102420499999999,0.19402902500000002,18,1.5416999999999996,green,1.8030285,1.377872,-0.42515647,-0.32484352588653564,1.1039871117615663,0.9036584961135017,-0.2003286156480646,-0.5496713843519354,1.8557667,1.0900966,-0.76567006,0.015670061111450195,-0.2862816163756736,0.29422266765378224,0.18646909653827912,0.5193082358079385,0.34402928,0.16965362,0.4863171,0.44048965,0.2556612,0.30384922,0.15881577516169226,0.19111313374157968,0.202688072226076,0.4820383279070997,0.20392797013019645,0.31403372183091877,0.18345072986283675
41,2,19,0,4,2,3,0.475,1.7256,1.3315166614233631,0.0,1.0,2.1925,0.6100000000000001,3,0.75,0.49481865284974097,2.049373255241119,10.0,7.510232721617026,1,1.2679493889114397,1.8333333333333333,1.4444444444444444,0.3888888888888889,11.277777777777779,5.055555555555556,3.75,13.027777777777779,0.6891163112424591,0.657,0.5621,0.4669,0.49481865284974097,0.6084076851497072,1.9939,1.822612787628664,1.651325575257328,1,19,Ath Madrid,1.72,3.79,4.75,,,,1.7,3.8,5.0,38,22.0,0.75,1.86,1.95,1.74,1.95,1.91,3.74,4.83,1.94,2.03,1.8,2.0,1.95,3.95,5.29,32,-1.0,0.2055,0.2292,0.2425,0.2241501997919974,10/12/17,SP1,0,1,0,A,-0.9828779850387033,,,,-1,-0.25,3,15,0.3897,0,9,4,1,0,A,4,-0.5,0.1986,0.3486386763846599,-0.75,-1.0,2.1161,-1.0,0,0.25,0.5051813471502591,0.726476544966884,2.0,5.736598190251734,-10,1.1512264859945416,2.452380952380952,0.6984126984126985,1.753968253968254,13.468253968253968,5.412698412698412,3.9603174603174605,10.055555555555555,1.104339688213172,0.1374,0.2087,0.2905,0.5051813471502591,0.1674421150582955,0.7801999999999998,1.0165563083455087,1.2529126166910176,-0.75,0,10,Betis,1.7,3.7,5.0,1.72,3.6,4.8,1.1793103448275861,10.475862068965517,3.986206896551724,1.5793103448275863,14.013793103448274,5.041379310344827,0.5243,0.5398,0.555,-1.0,0.48818897637795283,1.75,1.61,4.37,5.85,3.85,5.29,-1,,,,,,,0.4757,0.4602,0.445,0.8600000000000001,0.5118110236220472,1.73,3.8,4.8,1.75,3.75,4.5,15,0.09069070147250319,0.068229585,0.11765604999999998,0.18423962499999996,18,-1.2137000000000002,red,0.97756267,2.0521758,1.0746131,-0.324613094329834,1.0993842071553823,0.9103522480052032,-0.18903195915017912,0.9390319591501791,0.8644588,1.7561617,0.8917029,-0.14170289039611816,0.15757199147474232,0.6270975542830537,0.20734246242166138,0.16555998329528498,0.69810694,0.12051819,0.18137483,0.15595546,0.2583986,0.5856459,0.08323317104520758,0.062018114484705955,0.09800569523232117,0.16763009331030423,0.19541974918087512,0.6369501376406057,0.07995251815804572
42,6,13,0,14,3,3,0.9299999999999999,0.945,0.6308718585151477,1.25,0.0,1.6105,1.08,3,1.0,0.5,1.690986742592757,3.0,4.755323857781441,1,1.0885112864293727,1.3015873015873016,-0.6587301587301587,1.9603174603174605,10.904761904761905,4.4523809523809526,4.849206349206349,12.944444444444445,1.020904569722017,0.3652,0.4207,0.4648,0.5,0.47112732449506173,0.9579000000000001,1.2630290127247101,1.5681580254494203,1,5,Ath Bilbao,2.25,3.39,3.25,,,,2.25,3.4,3.25,38,22.0,0.25,1.66,2.21,2.27,1.93,1.93,3.27,3.32,1.73,2.36,2.4,1.98,1.98,3.4,3.57,31,-1.0,0.3271,0.2827,0.2505,0.2776047691075718,10/12/17,SP1,0,2,1,A,0.4371875002927995,,,,-1,-0.75,8,11,0.3897,0,12,3,1,0,A,3,-1.0,0.6526,1.0680593588079472,0.75,0.0,1.4079,-1.0,0,0.0,0.5,1.0314084882996708,4.0,3.745110201051343,-10,0.7319466986690266,1.0833333333333333,-0.6111111111111112,1.6944444444444444,12.055555555555555,3.1666666666666665,4.861111111111111,11.25,1.2228728343588924,0.3078,0.2966,0.2847,0.5,0.2512679063973663,0.8526,1.0123264727646957,1.1720529455293913,-0.25,0,8,Levante,2.4,3.3,2.95,2.25,3.1,3.4,1.178082191780822,10.431506849315069,3.972602739726027,1.5684931506849316,13.979452054794521,5.034246575342466,0.2722,0.3974,0.5162,1.21,0.42894056847545214,2.27,2.08,3.53,3.9,3.33,3.57,-1,,,,,,,0.7278,0.6026,0.4838,-1.0,0.5710594315245477,2.25,3.3,3.3,2.3,3.2,3.2,15,0.17142093384053358,0.248919425,0.21178002499999996,0.18374656500000003,18,-0.10530000000000006,red,0.97249484,1.2440403,0.2715454,-0.02154541015625,1.09819551833422,0.9069900068368517,-0.1912055114973683,0.4412055114973683,0.92442924,1.3749593,0.4505301,-0.20053011178970337,0.07304332985047164,0.35524372645110686,0.29646225340517607,0.3482940201437172,0.35825083,0.40434355,0.23740567,0.22178327,0.27676192,0.5014548,0.26850968837426364,0.23410175617781204,0.1488675590310662,0.2691609860948621,0.3258559060340201,0.40498310787111785,0.2132463691771362
43,0,12,0,9,5,1,0.99,0.2062,0.9455260962906392,-0.75,0.0,1.4161,6.38,3,1.0,0.4844559585492228,0.6156755539332561,4.0,4.230449075591104,1,0.7315013340956736,0.30158730158730157,-2.0555555555555554,2.357142857142857,10.166666666666666,3.206349206349206,5.80952380952381,14.547619047619046,1.2011909134000591,0.1442,0.1569,0.1709,0.4844559585492228,0.13310319118366587,1.1668999999999998,1.1134332123785855,1.059966424757171,1,9,Malaga,6.0,4.33,1.53,,,,6.0,4.6,1.5,38,23.0,-1.0,2.17,1.69,6.14,1.99,1.87,4.33,1.53,2.28,1.75,6.64,2.04,1.91,4.65,1.6,33,-1.0,0.1697,0.1821,0.1971,0.21636598038225857,10/12/17,SP1,0,2,0,A,-0.16975589290878645,,,,-2,-3.0,5,10,0.3897,0,18,2,1,0,A,1,-1.0,0.2492,0.7757702033818528,-0.0,-1.0,2.4812,-1.0,0,0.0,0.5155440414507771,2.1679584656844852,5.0,6.445207586219807,-10,1.1748355034814137,2.2460317460317456,0.1349206349206349,2.111111111111111,15.0,5.531746031746032,4.468253968253968,9.92063492063492,1.2241794161524155,0.686,0.6609,0.6319,0.5155440414507771,0.6505308284340755,2.6647,2.436351354591773,2.208002709183546,1.0,0,11,Sociedad,5.5,4.0,1.6,6.0,4.2,1.53,1.183673469387755,10.45578231292517,3.9659863945578233,1.5646258503401362,13.965986394557824,5.020408163265306,0.7362,0.6883,0.6341,-1.0,0.5621761658031088,6.6,7.38,4.54,1.51,4.64,1.53,-2,,,,,,,0.2638,0.3117,0.3659,1.17,0.43782383419689114,6.5,4.5,1.53,6.0,4.0,1.55,15,0.587350217939534,0.601409245,0.5737189050000001,0.5432693049999999,18,1.4978,red,2.37644,0.819625,-1.556815,0.5568150281906128,1.1058432515725587,0.8999827799546714,-0.20586047161788734,-0.7941395283821127,2.33847,0.78671527,-1.5517547,0.5517547130584717,0.10481007095565727,0.17122286380971607,0.21513775881252128,0.6136393773777625,0.090271875,0.23484637,0.67488176,0.7521221,0.17360274,0.074275196,0.5317124134701681,0.6415353229665516,0.7113270779141311,0.6802144126171318,0.20786229072716977,0.1119233115568596,0.625685939077476
