,AC,AF,AR,AS,AST,AY,A_Ahc_PL,A_Def_Rat,A_Form_Tot4,A_GoalDiff_Ahc_last,A_GoalDiff_last,A_Off_Rat,A_PL,A_Pts,A_Pts_Ahc,A_Pts_Ahc_Exp,A_Pts_Exp,A_Pts_Tot4,A_Pts_Tot_Exp4,A_Win_Ahc,A_att_Poi_mix,A_avgG,A_avgGD,A_avgG_c,A_avgS,A_avgST,A_avgST_c,A_avgS_c,A_def_Poi_mix,A_pred_Mas,A_pred_PoiMas,A_pred_Poi_mix,A_prob_ahc_odds,A_prob_odds,A_xG_Mas,A_xG_PoiMas,A_xG_Poi_mix,Away,AwayId,AwayTeam,B365A,B365D,B365H,BSA,BSD,BSH,BWA,BWD,BWH,Bb1X2,BbAH,BbAHh,BbAv<2.5,BbAv>2.5,BbAvA,BbAvAHA,BbAvAHH,BbAvD,BbAvH,BbMx<2.5,BbMx>2.5,BbMxA,BbMxAHA,BbMxAHH,BbMxD,BbMxH,BbOU,D_PL,D_pred_Mas,D_pred_PoiMas,D_pred_Poi_mix,D_prob_odds,Date,Div,Draw,FTAG,FTHG,FTR,Form_Diff_Tot4,GBA,GBD,GBH,GoalDiff,GoalDiff_Ahc,HC,HF,HFA,HR,HS,HST,HTAG,HTHG,HTR,HY,H_Ahc_PL,H_Def_Rat,H_Form_Tot4,H_GoalDiff_Ahc_last,H_GoalDiff_last,H_Off_Rat,H_PL,H_Pts,H_Pts_Ahc,H_Pts_Ahc_Exp,H_Pts_Exp,H_Pts_Tot4,H_Pts_Tot_Exp4,H_Win_Ahc,H_att_Poi_mix,H_avgG,H_avgGD,H_avgG_c,H_avgS,H_avgST,H_avgST_c,H_avgS_c,H_def_Poi_mix,H_pred_Mas,H_pred_PoiMas,H_pred_Poi_mix,H_prob_ahc_odds,H_prob_odds,H_xG_Mas,H_xG_PoiMas,H_xG_Poi_mix,Handicap,Home,HomeId,HomeTeam,IWA,IWD,IWH,LBA,LBD,LBH,Lg_AG,Lg_AS,Lg_AST,Lg_HG,Lg_HS,Lg_HST,O_pred_Mas,O_pred_PoiMas,O_pred_Poi_mix,Over_PL,Over_prob_odds,PSA,PSCA,PSCD,PSCH,PSD,PSH,Result,SBA,SBD,SBH,SJA,SJD,SJH,U_pred_Mas,U_pred_PoiMas,U_pred_Poi_mix,Under_PL,Under_prob_odds,VCA,VCD,VCH,WHA,WHD,WHH,round,rps_Book,rps_Mas,rps_PoiMas,rps_Poi_mix,season,xGD_Mas,H_xgb_xG,A_xgb_xG,XGB_hc,Hc_Diff_xgb,H_svr_xG,A_svr_xG,SVR_hc,Hc_Diff_svr,H_ann_xG,A_ann_xG,ANN_hc,Hc_Diff_ann,Hc_Diff_avg,A_pred_Rdf,D_pred_Rdf,H_pred_Rdf,A_pred_Xgb,D_pred_Xgb,H_pred_Xgb,H_pred_Ann,D_pred_Ann,A_pred_Ann,rps_Rdf,rps_Xgb,rps_ANN,H_pred_avg,D_pred_avg,A_pred_avg,rps_avg
56,3.0,9.0,1.0,11.0,5.0,2.0,1.0,0.3729,0.5033460398025448,-0.25,0.0,1.2868,2.31,3,1.0,0.48186528497409326,1.1890307349765599,2.0,3.973409626475994,1,0.8628043962753038,0.7380952380952381,-1.7698412698412698,2.507936507936508,10.587301587301587,3.3412698412698414,6.261904761904762,14.896825396825397,1.3422756329460763,0.2436,0.2407,0.2376,0.48186528497409326,0.2963514103180908,0.8695999999999999,0.9169276733186374,0.964255346637275,1,18,Guingamp,2.89,3.1,2.62,,,,2.8,3.2,2.65,35.0,19.0,0.0,1.71,2.12,2.79,2.0,1.86,3.15,2.6,1.77,2.22,2.9,2.04,1.89,3.3,2.69,34.0,-1.0,0.2806,0.2683,0.2572,0.2999765040222876,02/12/17,F1,0,1,0,A,1.2508883827058246,,,,-1,-1.0,5.0,13.0,0.3536,1.0,14.0,3.0,1.0,0.0,A,2.0,-1.0,0.4172,1.7542344225083695,1.25,-2.0,1.3553,-1.0,0,0.0,0.5181347150259067,1.5109927610011522,6.0,3.4202954422822436,-10,0.7585176644857142,1.1944444444444444,0.05555555555555555,1.138888888888889,9.916666666666666,3.472222222222222,3.722222222222222,10.722222222222221,0.9962452322402838,0.4757,0.491,0.5052,0.5181347150259067,0.4036720856596216,1.3359999999999999,1.4348681021686227,1.5337362043372453,-0.0,0,6,Troyes,2.8,3.1,2.5,2.75,3.1,2.6,1.1217948717948718,11.326923076923075,3.6025641025641026,1.5064102564102564,13.275641025641027,4.647435897435898,0.3788,0.4176,0.4557,-1.0,0.4464751958224543,2.88,3.31,3.27,2.43,3.26,2.69,-1,,,,,,,0.6212,0.5824,0.5443,0.71,0.5535248041775457,2.88,3.25,2.63,2.75,3.1,2.62,16,0.3290362452510643,0.39914009,0.408808745,0.41824039999999996,18,0.4663999999999999,0.8768575,1.4815549,0.60469735,-0.6046973466873169,1.100018751773367,0.9003291209240848,-0.19968963084928226,0.19968963084928226,1.1408384,1.0469918,-0.09384656,0.09384655952453613,-0.10372038543783284,0.24951808354216595,0.30885646166306957,0.44162545479476445,0.2867935,0.35201824,0.36118823,0.3546624,0.29202038,0.35331726,0.3791280746264529,0.31956020422621023,0.27199200683030345,0.3858253587522109,0.31763169309133366,0.29654294815645543,0.3218565156223418
57,4.0,15.0,0.0,11.0,4.0,3.0,0.52,0.6408,0.9269372366728896,-2.5,-1.0,2.7944,0.8700000000000001,3,0.75,0.4715025906735752,1.8232614899137753,7.0,7.551751858761778,1,1.8169554606464837,2.904761904761905,2.0555555555555554,0.8492063492063492,13.531746031746032,6.944444444444444,3.3412698412698414,11.722222222222221,0.7430567434809292,0.6966,0.6056,0.5082,0.4715025906735752,0.5240029337261403,2.0257,1.7949675961613232,1.564235192322646,1,1,Lyon,1.85,3.6,4.33,,,,1.83,3.6,4.4,33.0,18.0,0.75,1.97,1.82,1.8,2.04,1.82,3.6,4.39,2.07,1.89,1.85,2.11,1.87,3.81,4.71,33.0,-1.0,0.1952,0.2281,0.2539,0.2512526887353545,03/12/17,F1,0,2,1,A,0.2674817778506329,,,,-1,-0.25,9.0,18.0,0.3536,0.0,19.0,4.0,1.0,0.0,A,1.0,-0.5,0.7687,1.1944190145235225,0.5,0.0,0.9352,-1.0,0,0.25,0.5284974093264249,0.9254858213508699,5.0,4.186135635151957,-10,0.8844967945155217,0.9166666666666666,0.27777777777777773,0.6388888888888888,15.638888888888891,3.5833333333333335,3.277777777777778,8.611111111111112,0.767970885018266,0.1082,0.1664,0.2379,0.5284974093264249,0.22474437753850512,0.648,0.8158769341456231,0.9837538682912463,-0.75,0,14,Caen,1.8,3.4,4.35,1.8,3.6,4.25,1.1210191082802548,11.324840764331208,3.611464968152866,1.496815286624204,13.280254777070065,4.6369426751592355,0.4999,0.4843,0.4684,0.8200000000000001,0.5197889182058046,1.82,1.87,3.9,4.36,3.81,4.71,-1,,,,,,,0.5001,0.5157,0.5316,-1.0,0.4802110817941952,1.8,3.75,4.6,1.83,3.5,4.33,16,0.13854162116824562,0.051879400000000006,0.09165960499999998,0.149231825,18,-1.3777,0.95285493,1.4090486,0.45619363,0.29380637407302856,1.100078929502257,0.9020726498179902,-0.19800627968426687,0.9480062796842669,1.0051801,1.3300692,0.32488906,0.42511093616485596,0.5556411966407171,0.5632917212401565,0.23280174668592943,0.2039065320739141,0.5547552,0.19815357,0.24709123,0.25411305,0.2862478,0.45963913,0.11614599727989768,0.12964850664868,0.17828163837848,0.23503693803975947,0.23906770228002713,0.5258953547131596,0.14000878610793
58,3.0,23.0,0.0,6.0,2.0,2.0,-0.5,0.5779,1.3154854445798936,2.0,3.0,2.3555,-1.0,1,0.25,0.4922279792746114,1.5732971975298284,10.0,7.601756477962056,-10,1.641580593897791,2.111111111111111,0.7777777777777777,1.3333333333333333,16.36111111111111,6.083333333333333,5.916666666666667,13.722222222222221,1.0885010085888527,0.3797,0.3922,0.4012,0.4922279792746114,0.4278153280491408,1.0290000000000001,1.2186280372275027,1.4082560744550054,0,9,Marseille,2.2,3.29,3.39,,,,2.15,3.3,3.5,34.0,18.0,0.25,1.75,2.05,2.24,1.96,1.9,3.25,3.27,1.81,2.13,2.33,2.01,1.94,3.39,3.5,31.0,2.38,0.3154,0.2828,0.2586,0.28985121338240605,03/12/17,F1,1,1,1,D,-0.27533076377404875,,,,0,0.25,1.0,9.0,0.3536,0.0,13.0,4.0,1.0,1.0,D,4.0,0.44999999999999996,1.3265,1.0401546808058448,0.25,0.0,1.1126,-1.0,1,0.75,0.5077720207253886,1.1368515890877655,6.0,5.768372830232891,1,0.7849792859318289,1.0,0.5,0.5,11.472222222222221,3.638888888888889,2.9444444444444446,10.416666666666666,0.7614765059358085,0.3049,0.3249,0.3403,0.5077720207253886,0.28233345856845316,0.8883000000000001,1.082284100291532,1.2762682005830641,-0.25,0,3,Montpellier,2.2,3.1,3.3,2.25,3.2,3.2,1.1265822784810127,11.322784810126583,3.6139240506329116,1.4936708860759493,13.316455696202532,4.632911392405063,0.301,0.4042,0.5026,-1.0,0.46052631578947373,2.33,2.29,3.38,3.47,3.39,3.31,0,,,,,,,0.699,0.5958,0.4974,0.75,0.5394736842105263,2.3,3.3,3.3,2.3,3.1,3.2,16,0.1313690683705092,0.11856804999999998,0.12972965000000003,0.13834265,18,-0.14070000000000005,1.0395467,1.3439858,0.30443907,-0.05443906784057617,1.0999403859974355,0.9011885802182307,-0.19875180577920482,0.4487518057792048,1.0504262,1.144415,0.093988776,0.15601122379302979,0.18344132057721949,0.42931211300776234,0.2957765663666056,0.27491132062563195,0.3894015,0.3007635,0.309835,0.3887845,0.31418484,0.29703063,0.12994256229165937,0.12381563349847102,0.11969029868964487,0.32451026850902004,0.30357496622544283,0.37191474539732217,0.12181375349515794
59,9.0,10.0,0.0,22.0,6.0,1.0,0.44999999999999996,0.9131,1.3630302162660184,1.5,1.0,1.2882,-1.0,1,0.75,0.5064935064935064,1.065622235093043,6.0,4.401956705286274,1,0.8495735899229998,0.9166666666666666,-0.5833333333333334,1.5,10.833333333333334,2.75,4.388888888888889,14.888888888888888,1.026479357445811,0.4131,0.3538,0.3038,0.5064935064935064,0.2544300693958334,1.07,1.1197521836943891,1.169504367388778,0,15,Nantes,3.6,3.0,2.29,,,,3.6,3.0,2.3,35.0,17.0,-0.25,1.45,2.66,3.46,1.9,1.95,2.96,2.31,1.5,2.77,3.76,1.94,2.0,3.1,2.4,29.0,2.24,0.3169,0.2875,0.2594,0.30233202690554284,03/12/17,F1,1,1,1,D,-1.1528491464971857,,,,0,-0.25,5.0,18.0,0.3536,0.0,13.0,4.0,0.0,1.0,H,4.0,-0.5,0.2182,0.21018106976883263,-2.25,-3.0,1.3624,-1.0,1,0.25,0.49350649350649356,1.6320457380014144,1.0,4.7578024086557775,-10,0.9515317258858632,1.4444444444444444,-0.2222222222222222,1.6666666666666667,13.277777777777779,4.138888888888889,4.416666666666667,11.833333333333334,1.2227704588193227,0.27,0.3586,0.4368,0.49350649350649356,0.44323790369862387,0.8029000000000001,1.1293885499203145,1.4558770998406287,0.25,0,5,St Etienne,3.1,3.1,2.3,3.4,2.9,2.3,1.1257861635220126,11.289308176100628,3.6037735849056602,1.4905660377358487,13.31446540880503,4.628930817610063,0.289,0.3904,0.4879,-1.0,0.3527980535279805,3.67,3.85,3.24,2.21,3.0,2.38,0,,,,,,,0.711,0.6096,0.5121,0.44999999999999996,0.6472019464720195,3.5,3.0,2.38,3.2,3.0,2.38,16,0.13059724974395956,0.12177580500000001,0.126919585,0.14154434,18,-0.2671,1.386509,1.0736935,-0.31281543,0.06281542778015137,1.0995602993562341,0.9001691953806868,-0.19939110397554727,-0.05060889602445273,1.2700143,0.86653566,-0.40347862,0.15347862243652344,0.05522838473074069,0.24619877861352815,0.31421470102601995,0.4395865203604518,0.26652178,0.32357588,0.4099023,0.43177253,0.3069785,0.2612489,0.12692507373670153,0.11952688757939756,0.12733927259384936,0.42708711828342477,0.3149230263529014,0.25798981562724393,0.12448108603710469
60,5.0,10.0,0.0,10.0,4.0,1.0,0.6799999999999999,0.2981,1.731104978461758,3.25,1.0,1.6552,5.08,3,1.0,0.5681233933161953,0.7317441928959925,8.0,4.621325742537415,1,0.7805934984843073,0.7777777777777778,-1.3055555555555556,2.0833333333333335,10.472222222222221,2.527777777777778,6.277777777777778,13.444444444444445,1.2378658099453461,0.2264,0.1809,0.1388,0.5681233933161953,0.16134226079443933,1.1313,0.9686602892905511,0.8060205785811023,1,19,Strasbourg,5.75,3.75,1.64,,,,5.0,3.8,1.7,37.0,23.0,-1.0,1.93,1.86,5.18,1.68,2.21,3.78,1.68,2.07,1.95,5.75,1.72,2.29,4.0,1.75,31.0,-1.0,0.2252,0.2158,0.2027,0.2477174105126745,08/12/17,F1,0,3,0,A,-1.125139583959821,,,,-3,-4.0,10.0,14.0,0.3872,0.0,12.0,2.0,2.0,0.0,A,3.0,-1.0,0.5239,0.605965394501937,-1.0,-1.0,1.7939,-1.0,0,0.0,0.4318766066838046,2.0205383965913333,4.0,6.601037016788282,-10,1.10430661288751,1.6984126984126984,0.7936507936507936,0.9047619047619048,13.80952380952381,5.301587301587301,3.5634920634920633,10.523809523809524,0.9178435868447589,0.5484,0.6033,0.6585,0.4318766066838046,0.5909403286928863,1.883,1.958193903593812,2.033387807187624,1.0,0,13,Bordeaux,4.7,3.4,1.75,5.2,3.7,1.66,1.125,11.356249999999998,3.61875,1.4875,13.3125,4.625,0.58,0.5602,0.5399,0.8600000000000001,0.5092348284960422,5.41,6.08,3.96,1.66,3.96,1.7,-3,,,,,,,0.42,0.4398,0.4601,-1.0,0.4907651715039578,5.4,3.9,1.67,5.0,3.8,1.67,17,0.5262786378025195,0.44959976000000007,0.5174478499999999,0.5876438449999999,18,0.7517,1.6395761,1.043057,-0.5965191,-0.4034808874130249,1.1028150936871237,0.9001295164042072,-0.20268557728291647,-0.7973144227170835,1.7559383,0.82317066,-0.9327676,-0.06723237037658691,-0.42267589350223184,0.15545871901216177,0.2569080809182401,0.5876332000695981,0.19584422,0.22530082,0.578855,0.57648057,0.2831306,0.1403889,0.5292813765583074,0.4908698155630469,0.5356305900257841,0.580989581869818,0.2551131619157551,0.1638972810496955,0.5183083462035147
61,4.0,10.0,0.0,10.0,6.0,2.0,0.37,1.4075,1.2127578430596382,0.25,0.0,1.1978,-1.0,1,0.75,0.5492227979274612,1.2960565151801595,6.0,4.947401523178561,1,0.8214804973253675,0.6031746031746031,0.05555555555555555,0.5476190476190476,12.03968253968254,2.8095238095238098,2.0396825396825395,11.015873015873018,0.5690732005590495,0.414,0.4436,0.4679,0.5492227979274612,0.3210114704827017,0.8423,0.9972135317602955,1.152127063520591,0,3,Montpellier,3.25,3.1,2.39,,,,3.2,3.1,2.4,37.0,20.0,-0.25,1.54,2.41,3.06,1.74,2.12,3.05,2.49,1.6,2.53,3.25,1.78,2.17,3.2,2.8,31.0,1.94,0.3842,0.3436,0.3119,0.33302210373205443,09/12/17,F1,1,1,1,D,-1.0142875374899494,,,,0,-0.25,5.0,15.0,0.3872,0.0,13.0,4.0,0.0,0.0,D,3.0,-0.5,0.3555,0.19847030556968884,0.25,-1.0,1.5132,-1.0,1,0.25,0.45077720207253885,1.370921381087786,1.0,5.038537110776353,-10,0.8198373426938909,0.9444444444444445,-1.2063492063492063,2.1507936507936507,12.468253968253968,3.793650793650794,4.150793650793651,10.015873015873018,1.2338941559126453,0.2018,0.2128,0.2202,0.45077720207253885,0.34596642578524384,0.4929000000000001,0.591289427359081,0.6896788547181617,0.25,0,7,Angers,2.5,3.1,2.8,3.0,3.0,2.5,1.1366459627329193,11.347826086956522,3.6211180124223596,1.4782608695652175,13.304347826086959,4.608695652173913,0.1511,0.2137,0.2806,-1.0,0.389873417721519,3.18,3.05,2.94,2.83,3.11,2.57,0,,,,,,,0.8489,0.7863,0.7194,0.54,0.610126582278481,3.1,3.1,2.55,3.1,3.0,2.45,17,0.11137056597604156,0.10605962000000001,0.1210324,0.13370922499999996,18,-0.34939999999999993,1.3637896,1.1217309,-0.24205863,-0.007941365242004395,1.1002174975469237,0.9007484622601578,-0.19946903528676585,-0.05053096471323415,1.1151373,0.86679685,-0.24834049,-0.0016595125198364258,-0.020043947491691656,0.3171079331880211,0.303529876356101,0.37936219045587793,0.23304248,0.42337567,0.34358183,0.40896538,0.30881825,0.28221637,0.12223655641913013,0.08617864075738613,0.12344938038801923,0.3773031316501181,0.3452412644640525,0.277455593951722,0.10966963264031829
62,2.0,7.0,1.0,8.0,1.0,0.0,-1.0,0.2344,1.5397319845668334,1.0,1.0,1.9301,-1.0,0,0.0,0.537467700258398,1.12167525791829,9.0,5.845173114678094,-10,1.1570140895261185,1.357142857142857,-0.5873015873015873,1.9444444444444444,11.547619047619046,4.6190476190476195,5.0,13.777777777777779,1.1250685616449818,0.3494,0.3237,0.2955,0.537467700258398,0.27776372009629907,1.3978,1.2298072894528496,1.0618145789056992,0,17,Dijon,3.75,3.29,2.1,,,,3.8,3.2,2.1,37.0,20.0,-0.5,1.8,2.0,3.64,1.79,2.08,3.3,2.09,1.86,2.1,3.9,1.83,2.12,3.47,2.16,36.0,-1.0,0.2466,0.2589,0.2729,0.2883840976293929,09/12/17,F1,0,0,4,H,-0.45387086093933915,,,,4,3.5,18.0,5.0,0.3872,0.0,17.0,9.0,0.0,2.0,H,0.0,1.08,0.5323,1.0858611236274942,1.0,1.0,1.3676,1.2599999999999998,3,1.0,0.46253229974160204,1.5899406444523163,5.0,4.604640401248268,1,0.8097241945620357,1.0,0.3333333333333333,0.6666666666666666,11.638888888888888,3.8333333333333335,3.0,10.638888888888888,0.8079923109082238,0.4039,0.4173,0.4317,0.46253229974160204,0.4338521822743079,1.5204,1.432199571426874,1.3439991428537479,0.5,1,18,Guingamp,3.45,3.15,2.1,3.5,3.3,2.1,1.1358024691358024,11.339506172839506,3.6358024691358026,1.4753086419753085,13.302469135802468,4.604938271604938,0.5582,0.497,0.4318,1.0,0.47368421052631576,3.9,3.53,3.4,2.26,3.31,2.12,4,,,,,,,0.4418,0.503,0.5682,-1.0,0.5263157894736842,3.8,3.3,2.1,3.6,3.4,2.05,17,0.19883801785864938,0.23874273000000004,0.222192865,0.205113025,18,0.12260000000000004,1.3612611,0.89904475,-0.46221638,-0.03778362274169922,1.0995242920374702,0.9004041055299459,-0.19912018650752428,-0.3008798134924757,1.2290788,0.90274537,-0.3263334,-0.1736665964126587,-0.17077667754894454,0.23718922244905852,0.30653684525994707,0.45627393229099444,0.25914478,0.34162965,0.3992255,0.45525965,0.3304646,0.21427579,0.17594838197614351,0.21404302272837095,0.17132807193532162,0.43691969548097037,0.3262103669819178,0.23686993257005817,0.18658339832303916
63,6.0,11.0,0.0,5.0,4.0,3.0,-0.5,0.6079,1.7338980771926633,1.5,2.0,1.6995,-1.0,1,0.25,0.5168831168831169,1.6272607079601866,9.0,5.190616517997302,-10,1.0191667369802537,1.5,0.05555555555555555,1.4444444444444444,11.527777777777779,2.9444444444444446,5.083333333333333,10.861111111111112,0.9594310771245117,0.6505,0.5981,0.5519,0.5168831168831169,0.44318607029710383,1.6995,1.8144507379064323,1.9294014758128644,0,11,Rennes,2.25,3.0,3.7,,,,2.2,3.2,3.5,37.0,21.0,0.25,1.58,2.33,2.22,1.86,1.99,3.13,3.51,1.65,2.45,2.3,1.95,2.05,3.3,3.8,32.0,2.29,0.2307,0.2272,0.2217,0.2977024970688752,09/12/17,F1,1,1,1,D,-1.4504336167361935,,,,0,0.25,5.0,14.0,0.3872,0.0,13.0,6.0,0.0,1.0,H,3.0,0.495,0.0,0.28346446045646967,-1.0,-2.0,0.7855,-1.0,1,0.75,0.4831168831168831,1.0750367949709383,1.0,3.5277791028535845,1,0.8113525745414346,0.3611111111111111,-2.1944444444444446,2.5555555555555554,13.333333333333334,4.638888888888889,5.972222222222222,14.861111111111112,1.6770543861865175,0.1188,0.1747,0.2264,0.4831168831168831,0.25911143263402103,0.5648,0.8626458911299643,1.1604917822599286,-0.25,0,2,Metz,2.2,3.2,3.2,2.2,3.1,3.5,1.1288343558282208,11.319018404907974,3.6196319018404908,1.49079754601227,13.32515337423313,4.631901840490798,0.3945,0.5007,0.5966,-1.0,0.4040920716112532,2.24,2.21,3.29,3.78,3.18,3.77,0,,,,,,,0.6055,0.4993,0.4034,0.5800000000000001,0.5959079283887467,2.2,3.2,3.7,2.3,3.1,3.3,17,0.1317763137135221,0.21863184499999996,0.19412184999999998,0.17792528500000004,18,-1.1347,1.0211524,1.2445292,0.22337687,0.026623129844665527,1.1006824493414038,0.9011316722184795,-0.19955077712292435,0.44955077712292435,1.1816684,1.1888895,0.0072211027,0.24277889728546143,0.2396509347510171,0.44972353128089343,0.2784607270787604,0.27181574164034605,0.38347298,0.27461413,0.34191284,0.39632213,0.30632138,0.29735655,0.13806752599562405,0.1319779793495539,0.12274605580081754,0.33668356954455936,0.2864654116971774,0.37685101875826327,0.1276862581702035
64,1.0,22.0,0.0,5.0,3.0,5.0,0.94,0.5055,0.8259858141387585,-1.0,-1.0,1.3459,-1.0,0,1.0,0.4947916666666667,0.40349324523186747,3.0,3.632023636057297,1,0.7758417941751276,0.9444444444444445,-0.6587301587301587,1.603174603174603,8.341269841269842,2.793650793650794,6.301587301587301,15.928571428571429,1.2269796823625017,0.0469,0.0732,0.1074,0.4947916666666667,0.0784083701919689,0.4676000000000001,0.5846335804008709,0.7016671608017415,0,6,Troyes,10.0,5.5,1.3,,,,10.5,5.5,1.3,37.0,22.0,-1.5,2.47,1.52,9.5,1.94,1.9,5.32,1.32,2.62,1.56,12.0,2.0,1.95,5.81,1.35,32.0,-1.0,0.1286,0.1559,0.1843,0.16826813465596074,09/12/17,F1,0,2,3,H,-0.1988597873506599,,,,1,-0.5,16.0,14.0,0.3872,0.0,19.0,6.0,1.0,0.0,A,4.0,-1.0,0.8783,0.6271260267880986,-0.25,1.0,2.7116,0.30000000000000004,3,0.0,0.5052083333333333,2.428238620112172,4.0,6.378303290148045,-10,1.1841436131663214,2.6944444444444446,2.0277777777777777,0.6666666666666666,12.027777777777779,4.861111111111111,2.722222222222222,11.194444444444445,0.8017336275669609,0.8245,0.7709,0.7082,0.5052083333333333,0.7533234951520704,2.5932999999999997,2.37748084653193,2.16166169306386,1.5,1,0,Monaco,8.0,4.7,1.35,9.5,5.2,1.33,1.1280487804878048,11.28048780487805,3.6219512195121957,1.4878048780487803,13.323170731707316,4.640243902439025,0.5903,0.5683,0.5455,0.52,0.6190476190476191,10.56,12.49,5.82,1.3,5.72,1.32,1,,,,,,,0.4097,0.4317,0.4545,-1.0,0.38095238095238093,11.0,5.5,1.3,9.0,5.0,1.33,17,0.033498585280075724,0.01649993,0.02892252499999999,0.04835174499999998,18,2.1256999999999997,2.7629142,0.49880734,-2.2641068,0.7641067504882812,1.1045743649588116,0.899612853081724,-0.20496151187708755,-1.2950384881229124,2.2087379,0.685879,-1.5228589,0.022858858108520508,-0.16935762650870356,0.04964892719327599,0.10944919204828445,0.8409018807584395,0.044148505,0.058337476,0.89751405,0.7737908,0.18062757,0.045581665,0.013888613758822511,0.006226229545552749,0.026624149923962226,0.8374022342421727,0.11613807923633955,0.04645969893912206,0.014298267950556083
65,4.0,19.0,0.0,7.0,2.0,2.0,0.97,0.3754,1.3306141247300398,0.5,1.0,1.3667,-1.0,0,1.0,0.4883116883116883,0.19039451114922812,6.0,4.509196083588323,1,0.8645022138465701,0.7777777777777778,-0.8055555555555555,1.5833333333333333,10.416666666666666,3.3333333333333335,5.083333333333333,15.944444444444445,1.1221265723456462,0.0115,0.0336,0.0706,0.4883116883116883,0.03626562117128155,0.25560000000000005,0.48827504969497787,0.7209500993899557,0,8,Lille,21.0,9.0,1.12,,,,19.5,9.75,1.12,37.0,22.0,-2.5,3.81,1.24,17.75,1.97,1.88,9.29,1.13,4.2,1.28,24.75,2.03,1.94,11.2,1.17,29.0,-1.0,0.0771,0.1036,0.1367,0.08159764763538348,09/12/17,F1,0,1,3,H,-0.46932783898940267,,,,2,-0.5,5.0,14.0,0.3872,0.0,14.0,5.0,0.0,1.0,H,2.0,-1.0,1.1111,0.8612862857406371,-3.25,-1.0,3.3542,0.1100000000000001,3,0.0,0.5116883116883117,2.7280078412153883,9.0,10.449487178657119,-10,1.652070455982209,3.4444444444444446,2.861111111111111,0.5833333333333334,16.805555555555557,7.5,2.6666666666666665,9.916666666666666,0.7358366820227664,0.9114,0.8628,0.7927,0.5116883116883117,0.8821367311933349,3.366,3.070565281930521,2.7751305638610413,2.5,1,4,Paris SG,14.0,6.5,1.17,23.0,9.5,1.11,1.1333333333333333,11.242424242424242,3.6181818181818186,1.496969696969697,13.357575757575757,4.648484848484848,0.7011,0.6899,0.6784,0.24,0.7544554455445545,18.45,27.0,12.0,1.11,11.2,1.13,2,,,,,,,0.2989,0.3101,0.3216,-1.0,0.24554455445544554,21.0,10.0,1.12,15.0,8.5,1.14,17,0.00760347270636555,0.003991105000000001,0.009976399999999998,0.023978825000000013,18,3.1104000000000003,3.4340231,0.51188445,-2.9221387,0.42213869094848633,1.1038028852464985,0.8997139689656768,-0.2040889162808217,-2.2959110837191785,2.5230813,0.65835136,-1.8647299,-0.6352701187133789,-0.8363475038280237,0.04488512491700458,0.132465078218818,0.8226497968641775,0.039799776,0.056138456,0.90406173,0.8368537,0.1370213,0.02612503,0.0167338844955663,0.005394087793016311,0.013649618549937514,0.8545217381784603,0.10854161242115508,0.036936643812449134,0.011264120365771688
66,5.0,10.0,0.0,11.0,3.0,2.0,-1.0,0.8631,1.1175811201557868,-0.25,-1.0,1.0296,-1.0,0,0.0,0.49350649350649356,1.1022777119200136,5.0,4.473948163425504,-10,0.6408835352018896,0.4523809523809524,-0.8492063492063492,1.3015873015873016,10.261904761904761,1.9047619047619049,4.714285714285714,13.166666666666666,0.9657319405760657,0.2226,0.1943,0.1698,0.49350649350649356,0.2643131881079004,0.5411000000000001,0.5724053176062824,0.6037106352125647,0,14,Caen,3.79,2.89,2.25,,,,3.75,3.1,2.15,37.0,21.0,-0.25,1.51,2.51,3.56,1.95,1.9,3.06,2.23,1.57,2.67,3.79,2.02,1.95,3.23,2.35,32.0,-1.0,0.3818,0.3304,0.2873,0.30933814759631245,09/12/17,F1,0,0,2,H,-0.9284391950388229,,,,2,1.75,4.0,15.0,0.3872,0.0,10.0,3.0,0.0,0.0,D,1.0,0.8999999999999999,0.4885,0.18914192511696395,-0.5,-1.0,1.3036,1.2999999999999998,3,1.0,0.5064935064935064,1.588384140483674,1.0,5.2870351159934925,1,0.9101886040545876,0.8492063492063492,0.09523809523809523,0.753968253968254,14.182539682539684,4.603174603174604,3.111111111111111,10.23015873015873,0.8317636773390317,0.3956,0.4753,0.5429,0.5064935064935064,0.4263486642957872,0.8277000000000001,1.0757462401233866,1.3237924802467729,0.25,1,16,Toulouse,3.5,3.15,2.1,3.5,3.0,2.25,1.1325301204819278,11.216867469879517,3.608433734939759,1.5060240963855422,13.36144578313253,4.650602409638554,0.159,0.2292,0.3037,-1.0,0.37562189054726364,3.78,3.71,3.17,2.3,3.12,2.28,2,,,,,,,0.841,0.7708,0.6963,0.51,0.6243781094527363,3.7,3.1,2.25,3.5,3.1,2.2,17,0.1994686581814949,0.20742506000000005,0.15653128999999996,0.11888622499999997,18,0.28659999999999997,1.333027,0.99297607,-0.34005094,0.09005093574523926,1.0997507951586571,0.8998565383431716,-0.19989425681548556,-0.05010574318451444,1.2080885,0.78971934,-0.41836917,0.16836917400360107,0.06943812218810863,0.23036744731509887,0.32028300925158537,0.4493495434333157,0.22541858,0.29065132,0.48393017,0.48886314,0.29345217,0.21768464,0.17814254304978638,0.1585707863278607,0.15432375594867986,0.4740476181046589,0.301462168044723,0.22449022378472552,0.1635108820680395
