,AC,AF,AR,AS,AST,AY,A_Ahc_PL,A_Def_Rat,A_Form_Tot4,A_GoalDiff_Ahc_last,A_GoalDiff_last,A_Off_Rat,A_PL,A_Pts,A_Pts_Ahc,A_Pts_Ahc_Exp,A_Pts_Exp,A_Pts_Tot4,A_Pts_Tot_Exp4,A_Win_Ahc,A_att_Poi_mix,A_avgG,A_avgGD,A_avgG_c,A_avgS,A_avgST,A_avgST_c,A_avgS_c,A_def_Poi_mix,A_pred_Mas,A_pred_PoiMas,A_pred_Poi_mix,A_prob_ahc_odds,A_prob_odds,A_xG_Mas,A_xG_PoiMas,A_xG_Poi_mix,Away,AwayId,AwayTeam,B365A,B365D,B365H,BSA,BSD,BSH,BWA,BWD,BWH,Bb1X2,BbAH,BbAHh,BbAv<2.5,BbAv>2.5,BbAvA,BbAvAHA,BbAvAHH,BbAvD,BbAvH,BbMx<2.5,BbMx>2.5,BbMxA,BbMxAHA,BbMxAHH,BbMxD,BbMxH,BbOU,D_PL,D_pred_Mas,D_pred_PoiMas,D_pred_Poi_mix,D_prob_odds,Date,Div,Draw,FTAG,FTHG,FTR,Form_Diff_Tot4,GBA,GBD,GBH,GoalDiff,GoalDiff_Ahc,HC,HF,HFA,HR,HS,HST,HTAG,HTHG,HTR,HY,H_Ahc_PL,H_Def_Rat,H_Form_Tot4,H_GoalDiff_Ahc_last,H_GoalDiff_last,H_Off_Rat,H_PL,H_Pts,H_Pts_Ahc,H_Pts_Ahc_Exp,H_Pts_Exp,H_Pts_Tot4,H_Pts_Tot_Exp4,H_Win_Ahc,H_att_Poi_mix,H_avgG,H_avgGD,H_avgG_c,H_avgS,H_avgST,H_avgST_c,H_avgS_c,H_def_Poi_mix,H_pred_Mas,H_pred_PoiMas,H_pred_Poi_mix,H_prob_ahc_odds,H_prob_odds,H_xG_Mas,H_xG_PoiMas,H_xG_Poi_mix,Handicap,Home,HomeId,HomeTeam,IWA,IWD,IWH,LBA,LBD,LBH,Lg_AG,Lg_AS,Lg_AST,Lg_HG,Lg_HS,Lg_HST,O_pred_Mas,O_pred_PoiMas,O_pred_Poi_mix,Over_PL,Over_prob_odds,PSA,PSCA,PSCD,PSCH,PSD,PSH,Referee,Result,SBA,SBD,SBH,SJA,SJD,SJH,U_pred_Mas,U_pred_PoiMas,U_pred_Poi_mix,Under_PL,Under_prob_odds,VCA,VCD,VCH,WHA,WHD,WHH,round,rps_Book,rps_Mas,rps_PoiMas,rps_Poi_mix,season,xGD_Mas,Res,H_xgb_xG,A_xgb_xG,XGB_hc,Hc_Diff_xgb,H_svr_xG,A_svr_xG,SVR_hc,Hc_Diff_svr,H_ann_xG,A_ann_xG,ANN_hc,Hc_Diff_ann,Hc_Diff_avg,A_pred_Rdf,D_pred_Rdf,H_pred_Rdf,A_pred_Xgb,D_pred_Xgb,H_pred_Xgb,H_pred_Ann,D_pred_Ann,A_pred_Ann,rps_Rdf,rps_Xgb,rps_ANN,H_pred_avg,D_pred_avg,A_pred_avg,rps_avg
28,6,9,0,10,4,2,-1.0,0.8935,1.5036295625163456,0.0,0.0,2.5177,-1.0,0,0.0,0.4935400516795866,0.6838667071233512,7.0,4.655401951718347,-10,1.1573929960043092,2.0,1.0,1.0,13.0,4.166666666666667,4.0,16.666666666666668,0.9725426828848103,0.2689,0.2915,0.3135,0.4935400516795866,0.15228372034911739,1.1894,1.306321943134238,1.4232438862684762,0,16,West Ham,6.5,4.2,1.57,,,,5.25,4.1,1.57,41.0,26.0,-1.0,2.14,1.7,6.22,1.96,1.91,4.15,1.55,2.34,1.78,6.8,2.0,1.99,4.5,1.6,34.0,-1.0,0.2406,0.2367,0.2325,0.22701554607599905,22/11/15,E0,0,1,4,H,-0.24362713096686917,,,,3,2.0,7,13,0.1602,0,22,12,0,2,H,2,0.9099999999999999,1.3283,1.2600024315494764,0.75,0.0,2.4232,0.5800000000000001,3,1.0,0.5064599483204134,2.0891177468006497,8.0,6.349194096524142,1,1.2748035660790427,1.6666666666666667,1.0,0.6666666666666666,16.666666666666668,6.166666666666667,4.5,13.833333333333334,0.9539475620943823,0.4905,0.4718,0.454,0.5064599483204134,0.6207007335748835,1.6899000000000002,1.721527966153594,1.7531559323071881,1.0,1,14,Tottenham,5.4,3.7,1.6,6.5,4.0,1.57,1.2890625,12.0703125,4.2734375,1.4140625,13.7265625,4.40625,0.5492,0.583,0.6151,0.7,0.5572916666666667,6.78,6.44,4.32,1.58,4.43,1.55,A Taylor,3,,,,,,,0.4508,0.417,0.3849,-1.0,0.44270833333333337,6.5,4.4,1.55,6.0,3.75,1.6,13,0.08352913249699984,0.16594873000000004,0.18198374499999997,0.19819912500000003,16,0.5005000000000002,green,2.4821951,1.1909324,-1.2912627,0.29126274585723877,1.1038440600851693,0.9026706392191778,-0.20117342086599155,-0.7988265791340085,2.038491,0.7539386,-1.2845523,0.28455233573913574,-0.07433716584587798,0.1607387053333255,0.2471241205415729,0.5921371741251016,0.10044778,0.2567298,0.6428224,0.7115207,0.2030882,0.08539111,0.09609450806144568,0.06883280502539835,0.045255984271453276,0.6488267436012912,0.23564737536780048,0.11552586612974709,0.06833444259882042
29,2,11,0,12,4,3,0.9299999999999999,0.0,0.7645975435691291,-0.25,-1.0,1.7118,5.6,3,1.0,0.5,0.6638905413444378,3.0,3.9236327990226703,1,0.8763674031915853,1.0,-2.0,3.0,10.166666666666666,4.166666666666667,5.833333333333333,15.0,1.4207654696354237,0.0636,0.1442,0.2455,0.5,0.14884847454746325,0.4421999999999999,0.7959449407171368,1.1496898814342738,1,12,Sunderland,7.0,4.0,1.57,,,,5.75,3.8,1.57,39.0,24.0,-1.0,1.93,1.88,6.5,1.93,1.93,3.99,1.55,2.01,1.95,7.0,1.98,2.03,4.31,1.65,34.0,-1.0,0.1679,0.2099,0.2337,0.2173451177020481,23/11/15,E0,0,1,0,A,0.12570615014644515,,,,-1,-2.0,11,18,0.1602,0,19,7,0,0,D,1,-1.0,1.2696,0.8903036937155743,1.75,1.0,1.9772,-1.0,0,0.0,0.5,2.118764340953514,4.0,4.492848932600163,-10,0.8736276109319691,1.0,-0.16666666666666666,1.1666666666666667,12.333333333333334,4.333333333333333,3.8333333333333335,14.666666666666666,1.0194739099018961,0.7684,0.6459,0.5208,0.5,0.6338064077504886,2.1374,1.9587220521025697,1.7800441042051391,1.0,0,17,Crystal Palace,5.1,3.6,1.65,6.5,4.0,1.57,1.2868217054263567,12.054263565891473,4.271317829457364,1.434108527131783,13.790697674418604,4.465116279069767,0.4764,0.5197,0.5609,-1.0,0.5065616797900262,6.77,6.6,4.52,1.55,4.31,1.56,M Atkinson,-1,,,,,,,0.5236,0.4803,0.4391,0.9299999999999999,0.4934383202099738,7.0,4.2,1.55,7.0,3.4,1.6,13,0.5630847408928794,0.7335481249999999,0.574790225,0.42025144500000006,16,1.6952,red,1.8739027,0.80110806,-1.0727947,0.07279467582702637,1.103710341303823,0.901035734313272,-0.20267460699055095,-0.797325393009449,1.7579561,0.66861814,-1.0893381,0.08933806419372559,-0.2117308843295657,0.1268109634530963,0.2152897756462547,0.657899260900649,0.123941205,0.228249,0.6478098,0.5971632,0.2336954,0.16914137,0.5976452655196651,0.593568283034598,0.5234649531322316,0.6342907549216458,0.22574472563681514,0.1399645119909585,0.5709928947992471
30,10,13,0,14,6,3,0.6599999999999999,1.0747,1.3439159063939512,-0.25,-1.0,1.6532,1.8399999999999999,3,1.0,0.579746835443038,1.335122980910426,6.0,4.464565060547159,1,0.8496537728799116,1.3333333333333333,-0.0,1.3333333333333333,10.5,3.0,4.666666666666667,13.166666666666666,0.9814511008880539,0.5691,0.4739,0.3777,0.579746835443038,0.34512665198237885,1.3584,1.1651353338049066,0.9718706676098132,1,15,Watford,2.8,3.3,2.75,,,,2.75,3.0,2.75,49.0,28.0,-0.25,1.58,2.34,2.79,1.66,2.29,3.13,2.69,1.64,2.42,2.9,1.69,2.35,3.3,2.8,40.0,-1.0,0.2817,0.3102,0.3285,0.29974302496328925,28/11/15,E0,0,3,2,A,-1.0239587210299732,,,,-1,-1.25,10,6,0.1334,0,12,6,1,1,D,2,-1.0,0.2948,0.31995718536397805,-3.0,-4.0,1.4873,-1.0,0,0.0,0.420253164556962,1.365133994126285,1.0,3.1254181676289483,-10,0.5860960988749726,0.5,-0.6666666666666666,1.1666666666666667,10.666666666666666,2.5,3.8333333333333335,10.5,0.8904168413375908,0.1492,0.2159,0.2938,0.420253164556962,0.3551303230543319,0.546,0.6822944706592369,0.8185889413184737,0.25,0,10,Aston Villa,2.65,3.3,2.5,2.8,3.25,2.7,1.2846153846153847,12.053846153846154,4.269230769230769,1.4230769230769231,13.83076923076923,4.484615384615385,0.2975,0.2821,0.2668,1.3399999999999999,0.4030612244897959,2.85,2.84,3.27,2.76,3.25,2.77,L Mason,-1,,,,,,,0.7025,0.7179,0.7332,-1.0,0.596938775510204,2.88,3.13,2.8,2.7,3.1,2.7,14,0.2774883241482413,0.103967725,0.16169701,0.23678786500000004,16,-0.8124,red,1.179996,1.2172953,0.037299275,-0.2872992753982544,1.0999325225057155,0.9048779754025617,-0.19505454710315384,-0.05494545289684616,1.032645,0.94975746,-0.08288753,-0.16711246967315674,-0.16978573265608576,0.32362231706163364,0.3327238931992829,0.34365378973908345,0.29508758,0.29308766,0.4118248,0.3799782,0.31729096,0.3027308,0.28779234858955366,0.3332506137342053,0.31528386868198144,0.3784855973655221,0.3143675054026703,0.3071468972318076,0.3116483847143237
31,5,6,0,11,6,0,0.0,0.8875,1.182049524821768,3.0,4.0,2.5904,-1.0,1,0.5,0.5400516795865633,1.355924596050269,7.0,5.921917697192489,0,0.94044908285895,1.3333333333333333,0.5,0.8333333333333334,11.666666666666666,3.6666666666666665,4.5,15.666666666666666,0.946470260016407,0.7218,0.5552,0.325,0.5400516795865633,0.36276929982046674,2.5904,1.7892690165874945,0.988138033174989,0,2,Everton,2.5,3.6,2.9,,,,2.5,3.4,2.65,49.0,28.0,0.0,2.03,1.78,2.45,1.78,2.09,3.41,2.87,2.12,1.85,2.51,1.82,2.16,3.6,3.0,44.0,2.66,0.1633,0.2323,0.3018,0.2676166965888689,28/11/15,E0,1,3,3,D,-0.9569069088040733,,,,0,0.0,10,6,0.1334,0,19,10,2,0,A,2,0.0,0.0,0.22514261601769472,0.5,0.0,1.6995,-1.0,1,0.5,0.4599483204134367,1.3764587073608616,1.0,4.441629122411044,0,0.8003979302881477,0.8333333333333334,-0.6666666666666666,1.5,12.333333333333334,3.8333333333333335,3.1666666666666665,7.833333333333333,0.8096637628658501,0.1149,0.2125,0.3732,0.4599483204134367,0.36961400359066426,0.9454,1.013396108991336,1.0813922179826718,-0.0,0,0,Bournemouth,2.4,3.3,2.75,2.5,3.5,2.9,1.297709923664122,12.068702290076336,4.282442748091603,1.4274809160305344,13.816793893129772,4.4961832061068705,0.6857,0.5312,0.3421,0.78,0.5328083989501312,2.51,2.7,3.66,2.65,3.53,2.95,K Friend,0,,,,,,,0.3143,0.4688,0.6579,-1.0,0.4671916010498688,2.4,3.6,3.0,2.5,3.2,2.9,14,0.13410803827127565,0.267098625,0.17670164500000002,0.12245161999999997,16,-1.6449999999999998,yellow,1.4432876,1.4668334,0.023545742,-0.02354574203491211,1.1007066324534327,0.9055974770641197,-0.19510915538931295,0.19510915538931295,1.134199,1.1335853,-0.0006136894,0.0006136894226074219,0.05739236759233609,0.4260729573650878,0.2790980779628671,0.29482896467204506,0.4607694,0.25910398,0.28012666,0.39990312,0.30003908,0.30005774,0.13423114170371098,0.14538967250938706,0.12497859339470674,0.3249529147815559,0.2794137147897057,0.39563336049463094,0.1310600803109162
32,5,13,0,7,2,1,-1.0,0.2023,0.7634038506224244,-3.0,-3.0,1.621,-1.0,0,0.0,0.4844559585492228,0.8063359847983871,4.0,5.239690626054203,-10,0.6198755249010136,0.3333333333333333,-1.8333333333333333,2.1666666666666665,9.0,3.1666666666666665,6.0,18.0,1.3592936156483457,0.0907,0.1266,0.1622,0.4844559585492228,0.18923740913986187,0.43700000000000006,0.610377072872455,0.78375414574491,0,7,Newcastle,5.5,3.9,1.7,,,,4.4,3.8,1.72,49.0,29.0,-0.75,2.02,1.78,5.09,1.99,1.87,3.83,1.69,2.16,1.87,5.53,2.05,1.9,4.04,1.75,43.0,-1.0,0.2255,0.2289,0.2302,0.23862375737880143,28/11/15,E0,0,1,5,H,0.061012388893431635,,,,4,3.25,7,7,0.1334,0,19,8,1,3,H,1,0.8700000000000001,1.184,0.8244162395158561,-2.0,-1.0,1.7569,0.71,3,1.0,0.5155440414507771,1.9550402578228114,4.0,4.8519180097046934,1,0.9033517363666137,0.8492063492063492,-0.24603174603174602,1.0952380952380951,13.412698412698413,4.753968253968254,3.6825396825396823,13.968253968253968,0.9647242382567784,0.6838,0.6445,0.6076,0.5155440414507771,0.5721388334813367,1.688,1.727730481463323,1.767460962926646,0.75,1,17,Crystal Palace,4.5,3.5,1.75,5.5,3.8,1.7,1.3106060606060606,12.06060606060606,4.295454545454546,1.4393939393939394,13.856060606060604,4.537878787878788,0.3571,0.414,0.4693,0.78,0.531578947368421,5.53,5.17,4.1,1.71,4.04,1.69,S Attwell,4,,,,,,,0.6429,0.586,0.5307,-1.0,0.4684210526315789,5.5,4.0,1.7,5.0,3.5,1.73,14,0.10943798741633944,0.05410446500000001,0.07120390500000001,0.09014329999999998,16,1.251,green,1.7352053,0.87227714,-0.86292815,0.11292815208435059,1.1033847702850639,0.9010088219845411,-0.20237594830052275,-0.5476240516994773,1.7923062,0.69814813,-1.094158,0.3441580533981323,-0.030179282072331448,0.19021160256648842,0.2548606000104415,0.55492779742307,0.3088409,0.20120618,0.48995295,0.6065751,0.22301371,0.17041121,0.11713485962879583,0.17776533751115808,0.09191157802808203,0.550485273634813,0.22636016381312962,0.22315457248616477,0.12593072400348448
33,8,7,0,10,2,1,-0.5,1.3766,1.1041802825252316,0.25,1.0,2.2161,-1.0,1,0.25,0.4857881136950904,1.536875653236372,8.0,7.245193675895215,-10,0.9374289055791174,1.4523809523809526,0.24603174603174602,1.2063492063492063,9.603174603174603,4.111111111111111,4.6190476190476195,10.73015873015873,0.8748208355498305,0.4418,0.4135,0.3846,0.4857881136950904,0.4187116338637735,1.8045,1.6952040021377432,1.5859080042754867,0,4,Man United,2.4,3.5,3.1,,,,2.4,3.4,2.95,47.0,27.0,0.25,1.78,2.02,2.34,1.99,1.88,3.35,3.13,1.87,2.11,2.4,2.03,1.92,3.53,3.3,41.0,2.49,0.2274,0.2322,0.2365,0.2807407516450515,28/11/15,E0,1,1,1,D,0.8000769422459122,,,,0,0.25,1,5,0.1334,0,7,3,1,1,D,0,0.43999999999999995,0.4116,1.9042572247711438,3.0,3.0,2.7812,-1.0,1,0.75,0.5142118863049095,1.182383595118576,12.0,6.301669671460575,1,1.2259890659061785,2.1666666666666665,0.3333333333333333,1.8333333333333333,15.5,5.333333333333333,5.833333333333333,13.833333333333334,1.293129570185303,0.3308,0.3543,0.3789,0.5142118863049095,0.30054761449117484,1.538,1.5552464357411462,1.572492871482292,-0.25,0,3,Leicester,2.3,3.3,2.9,2.38,3.4,3.0,1.3082706766917294,12.022556390977444,4.2781954887218046,1.4661654135338347,13.894736842105265,4.56390977443609,0.649,0.6305,0.6113,-1.0,0.4684210526315789,2.36,2.34,3.49,3.26,3.45,3.26,C Pawson,0,,,,,,,0.351,0.3695,0.3887,0.78,0.531578947368421,2.38,3.4,3.3,2.4,3.1,3.1,14,0.13282415045460333,0.15230793999999998,0.14825537,0.14574118500000002,16,-0.26649999999999996,yellow,0.9732871,1.2995932,0.3263061,-0.07630610466003418,1.0999836496793935,0.905772682509557,-0.19421096716983655,0.44421096716983655,0.921559,1.3977234,0.47616446,-0.22616446018218994,0.04724680077587081,0.4450158055848717,0.2878912171381465,0.26709297727698184,0.39409202,0.38058448,0.22532354,0.23642386,0.32802474,0.43555143,0.13468886286551734,0.10303959333003143,0.12280062864951646,0.24294679506339664,0.33216681350131005,0.4248864212376157,0.11977579542924066
34,4,11,0,12,8,1,-1.0,0.9018,0.9897423244587519,-2.0,-1.0,2.0087,-1.0,0,0.0,0.5012987012987012,0.6837343029893028,7.0,7.0725479016248025,-10,0.9950640697013333,1.1666666666666667,0.5,0.6666666666666666,12.5,4.333333333333333,2.1666666666666665,10.666666666666666,0.5813779718506641,0.1858,0.2288,0.2802,0.5012987012987012,0.1537266700640231,0.9817000000000002,0.9993495757040167,1.0169991514080332,0,11,Southampton,6.0,4.33,1.6,,,,5.25,4.2,1.6,49.0,31.0,-1.0,2.23,1.65,5.9,1.92,1.93,4.19,1.57,2.32,1.71,6.58,2.0,1.98,4.4,1.6,43.0,-1.0,0.2177,0.2454,0.2731,0.22255429279723343,28/11/15,E0,0,1,3,H,-0.352260851266578,,,,2,1.0,6,14,0.1334,0,16,9,0,2,H,2,0.9299999999999999,1.027,0.6374814731921739,-3.75,-3.0,2.709,0.5700000000000001,3,1.0,0.49870129870129865,2.0937114042134635,5.0,7.843365196109331,1,1.6000833794994145,2.8492063492063493,1.492063492063492,1.357142857142857,19.055555555555557,7.246031746031746,3.301587301587302,7.436507936507937,0.782593606285243,0.5965,0.5258,0.4467,0.49870129870129865,0.6237190371387434,1.9405999999999999,1.6506344517656864,1.3606689035313726,1.0,1,18,Man City,6.1,4.0,1.5,6.0,4.33,1.57,1.3059701492537314,12.007462686567164,4.2611940298507465,1.462686567164179,13.843283582089553,4.552238805970149,0.5592,0.494,0.4244,0.6499999999999999,0.5747422680412371,6.28,6.37,4.4,1.57,4.4,1.58,R East,2,,,,,,,0.4408,0.506,0.5756,-1.0,0.4252577319587629,6.25,4.4,1.57,6.0,3.8,1.57,14,0.08260962605038369,0.09866694499999998,0.13860753999999997,0.192326465,16,0.9588999999999996,green,2.3425388,0.84539545,-1.4971434,0.49714338779449463,1.1050831260078786,0.9020912595846227,-0.20299186642325595,-0.797008133576744,1.9355433,0.6231847,-1.3123586,0.3123586177825928,0.0041646240001144514,0.10771979281969843,0.18554485862780434,0.7067353485524974,0.13245697,0.15831491,0.7092281,0.6933526,0.2071972,0.0994502,0.04880385477687194,0.051046576229988094,0.05196149277582951,0.7031053423384931,0.18368565879043217,0.11320898893696725,0.05048135758666719
35,5,10,1,7,3,2,-1.0,1.1133,1.5468292854342225,2.0,1.0,1.4293,-1.0,0,0.0,0.4651162790697674,1.4353132287652315,7.0,4.525386263316689,-10,0.7826686572250582,0.7936507936507936,0.15079365079365079,0.6428571428571429,10.722222222222221,3.380952380952381,5.190476190476191,17.523809523809522,1.0076854737393648,0.5132,0.4846,0.4577,0.4651162790697674,0.37826363183303596,1.3256000000000001,1.3498181330480716,1.374036266096143,0,8,Stoke,2.45,3.3,3.2,,,,2.4,3.1,3.0,49.0,29.0,0.25,1.63,2.26,2.41,2.07,1.8,3.19,3.1,1.71,2.37,2.51,2.13,1.85,3.3,3.25,43.0,-1.0,0.2857,0.2795,0.2729,0.30052233326612365,28/11/15,E0,0,0,2,H,0.14712291135831257,,,,2,2.25,9,4,0.1334,0,18,5,0,0,D,0,0.8,0.1037,1.693952196792535,2.0,1.0,1.6936,2.05,3,1.0,0.5348837209302325,1.264164437968645,6.0,3.5420125853379343,1,0.6638851552831545,1.1666666666666667,-0.16666666666666666,1.3333333333333333,9.666666666666666,2.5,6.166666666666667,17.666666666666668,1.3466085073936844,0.2011,0.2359,0.2695,0.5348837209302325,0.3212140349008404,0.7137,0.8499185111659164,0.9861370223318329,-0.25,1,12,Sunderland,2.4,3.3,2.75,2.4,3.25,3.2,1.3037037037037038,12.007407407407408,4.288888888888889,1.474074074074074,13.85925925925926,4.5851851851851855,0.334,0.3772,0.4199,-1.0,0.41902313624678666,2.51,2.59,3.26,3.05,3.28,3.16,M Dean,2,,,,,,,0.666,0.6228,0.5801,0.6299999999999999,0.5809768637532133,2.45,3.3,3.2,2.4,3.1,3.1,14,0.3019168807915581,0.4508077249999999,0.409342985,0.3715140049999999,16,-0.6119000000000001,green,1.1416744,1.3341198,0.1924454,0.05755460262298584,1.1005370474746312,0.905177134778865,-0.19535991269576625,0.44535991269576625,0.98541176,1.2710363,0.2856245,-0.03562450408935547,0.15576333707646553,0.3510208723179551,0.3149942260628001,0.33398490161924477,0.38287234,0.26531747,0.3518102,0.3142338,0.34201476,0.3437514,0.2833958820369926,0.2833706323141958,0.29422015686208214,0.33334296614338593,0.30744215189235263,0.35921487203015395,0.2867334661075484
36,7,6,0,8,0,1,0.0,0.6282,0.7751802019756474,-0.5,0.0,1.6949,-1.0,0,0.5,0.4498714652956298,0.5847180941058119,4.0,5.160090505156711,0,1.028132044884622,1.0,-0.5,1.5,12.666666666666666,5.0,4.333333333333333,12.333333333333334,0.9408784228671361,0.1616,0.2298,0.2986,0.4498714652956298,0.12316978371210388,0.6776,0.9308269731616841,1.1840539463233681,0,13,Swansea,8.0,4.75,1.44,,,,7.5,4.4,1.45,48.0,29.0,-1.0,2.01,1.79,7.36,2.14,1.75,4.37,1.46,2.08,1.87,8.0,2.23,1.81,4.75,1.5,42.0,-1.0,0.2543,0.258,0.2551,0.21520874296950018,29/11/15,E0,0,0,1,H,0.45321082892771625,,,,1,0.0,8,12,0.1334,0,10,2,0,0,D,3,0.0,1.0173,1.2283910309033637,3.75,3.0,2.0471,0.48,3,0.5,0.5501285347043702,2.2000731629246877,7.0,5.698511161264482,0,1.08272721142695,1.1666666666666667,-0.3333333333333333,1.5,18.666666666666668,4.666666666666667,3.3333333333333335,9.833333333333334,0.8899156302506819,0.584,0.5122,0.4463,0.5501285347043702,0.6616214733183958,1.5522999999999998,1.5289501797339222,1.5056003594678447,1.0,1,19,Liverpool,6.1,4.0,1.5,7.0,4.33,1.5,1.2941176470588236,11.970588235294118,4.279411764705882,1.477941176470588,13.889705882352942,4.588235294117647,0.3853,0.4458,0.5038,-1.0,0.5289473684210526,7.95,7.95,4.55,1.48,4.55,1.48,A Taylor,1,,,,,,,0.6147,0.5542,0.4962,1.0099999999999998,0.4710526315789474,8.0,4.75,1.45,7.0,4.0,1.5,14,0.0648354114694498,0.09960144500000002,0.14537844,0.19787282500000006,16,0.8746999999999998,green,2.1498895,0.624697,-1.5251925,0.5251924991607666,1.1046250372299373,0.9014199951218624,-0.20320504210807488,-0.7967949578919251,1.8650899,0.64933485,-1.215755,0.21575498580932617,-0.018615824307277446,0.10833042744623851,0.19398502402739207,0.6976845485263692,0.12728566,0.18046111,0.69225323,0.60839045,0.2203244,0.17128521,0.05156505685519501,0.05545485613992618,0.09134832136096094,0.6661094103354092,0.198256843266343,0.13563376626646265,0.0649397195142962
37,6,6,0,12,3,1,-1.0,1.2595,0.8610171752052049,-2.0,-1.0,2.5404,-1.0,1,0.0,0.4792746113989638,2.104319617551648,7.0,8.129919125401535,-10,1.5032558585606706,2.1507936507936507,1.150793650793651,1.0,16.984126984126984,6.246031746031746,3.2460317460317456,9.944444444444445,0.7049861696277508,0.743,0.6343,0.5074,0.4792746113989638,0.6274543281543453,2.3405,1.9686624561801667,1.5968249123603335,0,6,Arsenal,1.62,4.2,6.0,,,,1.62,4.1,5.25,49.0,31.0,1.0,2.25,1.63,1.6,2.01,1.85,4.15,5.51,2.4,1.68,1.65,2.09,1.88,4.35,6.1,40.0,3.41,0.1663,0.211,0.2504,0.22195663308861194,29/11/15,E0,1,1,1,D,-0.12981708057678343,,,,0,1.0,3,8,0.1334,0,7,2,1,1,D,1,0.8500000000000001,0.1999,0.7312000946284215,0.5,-1.0,1.807,-1.0,1,1.0,0.5207253886010362,0.6737237493597406,3.0,4.102844107979128,1,0.9819462281483209,1.1666666666666667,-0.16666666666666666,1.3333333333333333,15.333333333333334,4.5,3.1666666666666665,9.166666666666666,0.8268605914907399,0.0907,0.1547,0.2422,0.5207253886010362,0.15058903875704288,0.6808999999999998,0.8508011644265177,1.0207023288530355,-1.0,0,5,Norwich,1.5,4.0,6.1,1.62,4.2,5.5,1.2846715328467153,11.941605839416058,4.248175182481752,1.4744525547445255,13.861313868613138,4.569343065693431,0.5816,0.5352,0.486,-1.0,0.5798969072164949,1.63,1.56,4.41,6.5,4.34,5.62,J Moss,0,,,,,,,0.4184,0.4648,0.514,1.25,0.42010309278350516,1.62,4.33,5.75,1.57,4.0,5.5,14,0.20818799625669546,0.280137745,0.21313429000000006,0.15805780000000003,16,-1.6596000000000002,yellow,1.3335767,1.9330226,0.59944594,0.4005540609359741,1.1003335998027768,0.9085751105916573,-0.1917584892111195,1.1917584892111195,0.8370795,1.7135456,0.87646604,0.12353396415710449,0.5719488381013994,0.6438004718978856,0.19679575737109403,0.15940377073102055,0.557444,0.2335177,0.20903833,0.18458837,0.2785199,0.53689164,0.2199443048696039,0.17722039725158578,0.16116279781018727,0.18434349184769014,0.2362777874727733,0.5793786958442679,0.18483111248142792
38,4,9,0,5,1,2,0.365,0.2842,0.3970336957062384,-0.5,1.0,2.0138,-1.0,1,0.75,0.5564102564102563,1.3168416893360282,3.0,7.5560337383043485,1,0.9861502742053898,1.1666666666666667,-1.0,2.1666666666666665,13.833333333333334,3.6666666666666665,5.833333333333333,13.0,1.201883599334384,0.0931,0.127,0.1618,0.5564102564102563,0.3426011762739168,0.7123999999999999,0.9360570007232882,1.1597140014465765,0,1,Chelsea,2.9,3.4,2.6,,,,2.9,3.1,2.6,48.0,27.0,-0.25,1.92,1.88,2.81,1.73,2.17,3.34,2.54,1.99,1.96,2.94,1.78,2.23,3.5,2.6,43.0,2.39,0.165,0.1748,0.1818,0.28903816051427783,29/11/15,E0,1,0,0,D,1.0585125894014882,,,,0,-0.25,4,14,0.1334,0,9,4,0,0,D,4,-0.5,1.3014,1.4555462851077265,2.0,3.0,2.5311,-1.0,1,0.25,0.4435897435897435,1.3941201501496934,10.0,6.870272764469244,-10,1.3966176378062363,2.0,1.357142857142857,0.6428571428571429,17.674603174603174,7.0,4.285714285714286,13.134920634920634,0.916882367108373,0.7419,0.6983,0.6564,0.4435897435897435,0.3683606632118052,2.3803,2.424751747044747,2.469203494089494,0.25,0,14,Tottenham,2.6,3.2,2.6,2.8,3.4,2.6,1.2826086956521738,11.942028985507244,4.239130434782608,1.4710144927536233,13.811594202898553,4.550724637681159,0.5973,0.6526,0.7023,-1.0,0.5052631578947367,2.89,2.86,3.39,2.66,3.49,2.58,M Oliver,0,,,,,,,0.4027,0.3474,0.2977,0.9199999999999999,0.49473684210526314,2.88,3.5,2.55,2.9,3.2,2.5,14,0.12653257209305627,0.27954161,0.25186325,0.22852009999999998,16,1.6679000000000002,yellow,1.3723474,1.246343,-0.12600434,-0.12399566173553467,1.1034090577854268,0.9028704632617757,-0.20053859452365108,-0.04946140547634892,1.3755454,1.2104348,-0.16511059,-0.08488941192626953,-0.08611549304605104,0.3164094690464909,0.2864406980568093,0.3971498328966996,0.27134994,0.36499116,0.3636589,0.29277828,0.30899876,0.39822304,0.12892147093607942,0.10293929368353405,0.12215032178324581,0.3511956737612056,0.3201435399550174,0.32866081608609937,0.11567815685462884
