,AC,AF,AR,AS,AST,AY,A_Ahc_PL,A_Def_Rat,A_Form_Tot4,A_GoalDiff_Ahc_last,A_GoalDiff_last,A_Off_Rat,A_PL,A_Pts,A_Pts_Ahc,A_Pts_Ahc_Exp,A_Pts_Exp,A_Pts_Tot4,A_Pts_Tot_Exp4,A_Win_Ahc,A_att_Poi_mix,A_avgG,A_avgGD,A_avgG_c,A_avgS,A_avgST,A_avgST_c,A_avgS_c,A_def_Poi_mix,A_pred_Mas,A_pred_PoiMas,A_pred_Poi_mix,A_prob_ahc_odds,A_prob_odds,A_xG_Mas,A_xG_PoiMas,A_xG_Poi_mix,Away,AwayId,AwayTeam,B365A,B365D,B365H,BSA,BSD,BSH,BWA,BWD,BWH,Bb1X2,BbAH,BbAHh,BbAv<2.5,BbAv>2.5,BbAvA,BbAvAHA,BbAvAHH,BbAvD,BbAvH,BbMx<2.5,BbMx>2.5,BbMxA,BbMxAHA,BbMxAHH,BbMxD,BbMxH,BbOU,D_PL,D_pred_Mas,D_pred_PoiMas,D_pred_Poi_mix,D_prob_odds,Date,Div,Draw,FTAG,FTHG,FTR,Form_Diff_Tot4,GBA,GBD,GBH,GoalDiff,GoalDiff_Ahc,HC,HF,HFA,HR,HS,HST,HTAG,HTHG,HTR,HY,H_Ahc_PL,H_Def_Rat,H_Form_Tot4,H_GoalDiff_Ahc_last,H_GoalDiff_last,H_Off_Rat,H_PL,H_Pts,H_Pts_Ahc,H_Pts_Ahc_Exp,H_Pts_Exp,H_Pts_Tot4,H_Pts_Tot_Exp4,H_Win_Ahc,H_att_Poi_mix,H_avgG,H_avgGD,H_avgG_c,H_avgS,H_avgST,H_avgST_c,H_avgS_c,H_def_Poi_mix,H_pred_Mas,H_pred_PoiMas,H_pred_Poi_mix,H_prob_ahc_odds,H_prob_odds,H_xG_Mas,H_xG_PoiMas,H_xG_Poi_mix,Handicap,Home,HomeId,HomeTeam,IWA,IWD,IWH,LBA,LBD,LBH,Lg_AG,Lg_AS,Lg_AST,Lg_HG,Lg_HS,Lg_HST,O_pred_Mas,O_pred_PoiMas,O_pred_Poi_mix,Over_PL,Over_prob_odds,PSA,PSCA,PSCD,PSCH,PSD,PSH,Referee,Result,SBA,SBD,SBH,SJA,SJD,SJH,U_pred_Mas,U_pred_PoiMas,U_pred_Poi_mix,Under_PL,Under_prob_odds,VCA,VCD,VCH,WHA,WHD,WHH,round,rps_Book,rps_Mas,rps_PoiMas,rps_Poi_mix,season,xGD_Mas,H_xgb_xG,A_xgb_xG,XGB_hc,Hc_Diff_xgb,H_svr_xG,A_svr_xG,SVR_hc,Hc_Diff_svr,H_ann_xG,A_ann_xG,ANN_hc,Hc_Diff_ann,Hc_Diff_avg,A_pred_Rdf,D_pred_Rdf,H_pred_Rdf,A_pred_Xgb,D_pred_Xgb,H_pred_Xgb,H_pred_Ann,D_pred_Ann,A_pred_Ann,rps_Rdf,rps_Xgb,rps_ANN,H_pred_avg,D_pred_avg,A_pred_avg,rps_avg
51,3,14,0,11,5,2,0.5800000000000001,0.9625,0.824268772419936,0.25,0.0,1.5243,-1.0,1,0.75,0.4447300771208226,0.9658902235753207,5.0,6.065982562120739,1,0.7696373905834356,0.6031746031746031,-0.5476190476190476,1.150793650793651,8.547619047619047,3.206349206349206,4.341269841269842,13.738095238095239,0.9329974280611361,0.4732,0.3516,0.2566,0.4447300771208226,0.23171123985040828,1.0516,1.0141985201447672,0.9767970402895341,0,10,Bournemouth,4.0,3.5,2.04,,,,3.9,3.4,2.0,38.0,23.0,-0.25,1.75,2.08,3.89,2.16,1.73,3.41,2.01,1.81,2.13,4.16,2.24,1.78,3.53,2.1,32.0,2.62,0.3361,0.3078,0.2669,0.2707565040240959,09/12/17,E0,1,2,2,D,0.17812100191174718,,,,0,-0.25,6,14,0.2928,0,24,8,2,2,D,5,-0.5,0.4727,1.0023897743316832,0.25,0.0,1.2206,-1.0,1,0.25,0.5552699228791774,1.7633532724005838,6.0,5.985695538444953,-10,1.041896688714499,1.2063492063492063,-0.4365079365079365,1.642857142857143,14.753968253968253,5.2063492063492065,3.888888888888889,9.507936507936508,1.1014020375149949,0.1907,0.3406,0.4765,0.5552699228791774,0.49753225612549595,0.5509,0.9932492900177393,1.4355985800354787,0.25,0,3,Crystal Palace,3.6,3.3,2.1,3.8,3.25,2.0,1.1523178807947019,10.821192052980132,3.5099337748344372,1.4768211920529801,13.562913907284768,4.543046357615894,0.2173,0.3253,0.4335,1.08,0.4569190600522194,4.16,4.23,3.62,1.97,3.47,2.04,K Friend,0,,,,,,,0.7827,0.6747,0.5665,-1.0,0.5430809399477807,3.7,3.5,2.1,4.0,3.4,1.91,16,0.15061422227916973,0.13014236499999998,0.11981545999999997,0.146447905,18,-0.5007000000000001,1.2808796,0.8694682,-0.4114114,0.16141140460968018,1.1015161925848036,0.9024848647660525,-0.1990313278187511,-0.0509686721812489,1.3198209,0.75108147,-0.5687394,0.3187394142150879,0.14306071554783972,0.22350873134849855,0.2968015553398763,0.47968971331162513,0.3096699,0.20816658,0.4821635,0.49008355,0.25945905,0.2504574,0.1400291870230022,0.16418854676775674,0.15145539687980092,0.4839789158743066,0.25480906274066484,0.26121201641797487,0.15123365556346088
52,1,10,0,7,2,0,-1.0,0.8964,0.5235680854691239,-3.0,-4.0,1.4966,-1.0,0,0.0,0.5615384615384615,1.2496983348081412,2.0,3.819942535664628,-10,0.7066583732922539,0.753968253968254,-0.19047619047619047,0.9444444444444445,8.619047619047619,2.301587301587302,3.8492063492063493,15.055555555555555,0.8898244645771063,0.4409,0.3908,0.34,0.5615384615384615,0.3043198455474218,1.0776,0.9608051994810596,0.8440103989621194,0,1,Brighton,3.0,3.1,2.7,,,,3.1,3.0,2.55,38.0,23.0,-0.25,1.43,2.78,3.04,1.71,2.19,2.97,2.63,1.47,3.01,3.2,1.75,2.28,3.2,2.73,34.0,-1.0,0.3226,0.3365,0.3481,0.3367387981658757,09/12/17,E0,0,0,2,H,-0.5235680854691239,,,,2,1.75,8,6,0.2928,0,19,6,0,2,H,0,1.19,0.419,0.0,-1.25,-2.0,1.3063,1.73,3,1.0,0.4384615384615385,1.4135628670259837,0.0,2.270517462502542,1,0.6032477305178691,0.8492063492063492,-0.35714285714285715,1.2063492063492063,8.658730158730158,2.698412698412698,3.793650793650794,10.587301587301587,1.0314999430841831,0.2366,0.2727,0.312,0.4384615384615385,0.35894135628670265,0.7027000000000001,0.7486412252745689,0.7945824505491376,0.25,1,16,Huddersfield,2.8,3.2,2.6,3.0,2.9,2.55,1.1578947368421053,10.822368421052632,3.5197368421052633,1.480263157894737,13.63157894736842,4.565789473684211,0.2641,0.2453,0.2267,-1.0,0.33966745843230406,3.15,3.22,2.91,2.73,3.02,2.69,S Attwell,2,,,,,,,0.7359,0.7547,0.7733,0.42999999999999994,0.660332541567696,3.13,3.0,2.7,3.0,2.9,2.62,16,0.25178337653676947,0.3885421,0.34084496500000006,0.29443800499999995,18,-0.3748999999999998,1.2777517,0.9829237,-0.294828,0.04482799768447876,1.101595599892814,0.9046302470786006,-0.19696535281421335,-0.053034647185786654,1.1923655,0.8155417,-0.37682384,0.12682384252548218,0.03953906434139143,0.3054725658254219,0.31557103483146526,0.37895639934311276,0.17657511,0.53704983,0.28637508,0.45221543,0.26800236,0.27978227,0.239504321194419,0.2702196483696939,0.18917300720233188,0.37251563601417664,0.37354107528350783,0.2539433135375842,0.22911191046182044
53,5,9,0,13,5,1,0.71,0.8515,1.5698100301560454,0.25,1.0,2.0301,2.02,3,1.0,0.5615384615384615,1.273616229846761,7.0,4.459138281403497,1,0.9185691134146199,1.1904761904761905,-0.24603174603174602,1.4365079365079365,9.76984126984127,3.0,5.325396825396825,16.746031746031743,1.1380418718739242,0.4769,0.3873,0.3021,0.5615384615384615,0.32460834540911215,1.4965000000000002,1.3097344457669542,1.122968891533908,1,12,Leicester,2.89,3.29,2.62,,,,2.9,3.2,2.55,38.0,23.0,-0.25,1.82,2.0,2.85,1.71,2.19,3.24,2.58,1.87,2.05,2.95,1.77,2.28,3.35,2.7,32.0,-1.0,0.2595,0.268,0.2658,0.29979119361942463,09/12/17,E0,0,3,2,A,-1.2739408915650756,,,,-1,-1.25,6,10,0.2928,0,10,4,1,1,D,2,-1.0,0.5336,0.2958691385909697,-0.25,-2.0,1.6005,-1.0,0,0.0,0.4384615384615385,1.4265925765338139,1.0,3.3798726178821585,-10,0.8280006312452994,1.0555555555555556,-0.03968253968253968,1.0952380952380951,11.57936507936508,4.055555555555556,3.4365079365079367,13.174603174603176,1.0627586544878689,0.2636,0.3447,0.4322,0.4384615384615385,0.3756004609714631,1.0418,1.2199260168072172,1.3980520336144344,0.25,0,9,Newcastle,2.6,3.3,2.7,2.8,3.25,2.5,1.1503267973856208,10.797385620915032,3.5098039215686274,1.4836601307189543,13.666666666666666,4.57516339869281,0.466,0.4638,0.4616,1.0,0.4764397905759163,2.95,3.02,3.27,2.61,3.32,2.64,N Swarbrick,-1,,,,,,,0.534,0.5362,0.5384,-1.0,0.5235602094240838,2.9,3.3,2.63,2.8,3.25,2.5,16,0.2986147966864963,0.171559285,0.24710969000000002,0.33700041999999997,18,-0.4547000000000001,1.4122806,1.0165659,-0.39571464,0.1457146406173706,1.0998454144439085,0.9053855259635826,-0.19445988848032592,-0.055540111519674085,1.2807064,0.99060154,-0.29010487,0.04010486602783203,0.04342646504184285,0.3285358486552354,0.29937036191892863,0.372093789425836,0.34237847,0.29505596,0.36256555,0.45444986,0.27140862,0.27414155,0.29465894733521164,0.2819599085409483,0.3666976049497217,0.3963697329651468,0.28861164502128045,0.3150186220135727,0.3131542266995233
54,3,18,0,7,1,5,-1.0,0.6809,0.7663472476314026,-0.25,0.0,1.4317,-1.0,0,0.0,0.5677749360613811,1.3019199088543671,3.0,3.914674462878659,-10,0.6146568727502162,0.5476190476190476,-0.8095238095238096,1.357142857142857,7.5476190476190474,2.206349206349206,4.3730158730158735,15.476190476190476,1.01228256735503,0.2419,0.2732,0.3012,0.5677749360613811,0.32356699665901983,0.5812999999999999,0.6980859418425283,0.8148718836850565,0,7,West Brom,3.0,3.1,2.7,,,,3.0,3.0,2.6,38.0,23.0,-0.25,1.48,2.63,2.99,1.69,2.22,2.99,2.65,1.53,2.8,3.15,1.74,2.3,3.1,2.75,34.0,-1.0,0.3813,0.3561,0.3345,0.3312189188773075,09/12/17,E0,0,0,1,H,-0.4838666290136187,,,,1,0.75,6,8,0.2928,0,18,3,0,0,D,2,1.2200000000000002,0.8504,0.2824806186177839,-0.5,-1.0,1.1937,1.8399999999999999,3,1.0,0.43222506393861887,1.3668611722683255,1.0,3.5400658809554297,1,0.6170627612958558,0.6031746031746031,-0.6825396825396824,1.2857142857142858,10.825396825396824,2.6587301587301586,4.833333333333333,10.063492063492063,1.1405761368059602,0.3769,0.3707,0.3643,0.43222506393861887,0.34521408446367263,0.8056000000000001,0.8672252910884397,0.9288505821768793,0.25,1,15,Swansea,2.85,3.1,2.6,2.9,2.9,2.6,1.1623376623376624,10.81168831168831,3.519480519480519,1.4870129870129871,13.642857142857144,4.571428571428571,0.1633,0.2077,0.2544,-1.0,0.3600973236009733,3.08,3.03,2.96,2.84,3.04,2.74,M Dean,1,,,,,,,0.8367,0.7923,0.7456,0.48,0.6399026763990268,3.1,3.0,2.7,2.9,3.0,2.6,16,0.2667200982558423,0.223360425,0.23532836499999996,0.24741796499999993,18,0.22430000000000017,1.1321853,0.7747177,-0.35746765,0.1074676513671875,1.1004295120322085,0.9038759991037798,-0.1965535129284287,-0.05344648707157129,1.1094477,0.8461063,-0.26334143,0.013341426849365234,0.022454197048327146,0.27879810994346466,0.31434942169803276,0.4068524683585027,0.17791615,0.3396887,0.48239523,0.42738816,0.27460653,0.2980053,0.21477619020022465,0.14978441378964868,0.20834574203362255,0.4388786205010367,0.30954821203754307,0.25157319229668884,0.18907313055869573
55,6,9,0,4,3,0,-1.0,0.2041,0.8508652605853865,0.5,1.0,1.9,-1.0,0,0.0,0.5181347150259067,0.4026870117632755,4.0,4.7010968543339535,-10,0.9167052740729225,1.2063492063492063,-1.0,2.206349206349206,10.206349206349207,2.8095238095238098,4.0,12.317460317460316,1.0384489523451332,0.0997,0.12,0.1436,0.5181347150259067,0.0836499589653181,0.6963999999999999,0.7238745199396981,0.7513490398793962,0,14,Stoke,11.0,6.5,1.28,,,,11.5,6.0,1.26,38.0,23.0,-1.75,2.54,1.51,10.61,1.86,2.0,5.93,1.28,2.65,1.57,12.0,1.9,2.06,6.5,1.31,33.0,-1.0,0.1755,0.1958,0.2174,0.1517371348673212,09/12/17,E0,0,1,5,H,-0.5889285593173137,,,,4,2.25,12,12,0.2928,0,20,11,0,1,H,1,1.0,1.2036,0.2619367012680727,-0.75,0.0,2.1614,0.28,3,1.0,0.48186528497409326,2.4455758533694034,2.0,7.635432493108894,1,1.2146371485411165,1.3015873015873016,0.6587301587301587,0.6428571428571429,20.11111111111111,5.396825396825396,2.6031746031746033,8.396825396825397,0.7097259306860125,0.7247,0.6842,0.639,0.48186528497409326,0.7646129061673608,2.2501,2.060881919702776,1.8716638394055516,1.75,1,17,Tottenham,9.5,5.5,1.3,11.0,5.5,1.28,1.1548387096774193,10.787096774193548,3.503225806451613,1.4838709677419353,13.670967741935485,4.561290322580645,0.5647,0.5269,0.4873,0.51,0.6271604938271605,10.68,11.7,6.45,1.28,6.24,1.3,R East,4,,,,,,,0.4353,0.4731,0.5127,-1.0,0.37283950617283945,11.0,6.25,1.29,11.0,6.0,1.25,16,0.031202199788937547,0.042875065,0.05706481999999999,0.07547098,18,1.5537000000000003,2.5263832,0.73065376,-1.7957294,0.04572939872741699,1.1103219349137807,0.9005790401751149,-0.2097428947386658,-1.5402571052613343,2.1892376,0.69952816,-1.4897094,-0.26029062271118164,-0.5849394430816997,0.08831680715648545,0.17996591029808676,0.7317172825454279,0.07076282,0.14751258,0.7817246,0.7358623,0.20614472,0.057992958,0.039887737455562795,0.026325771161822775,0.03656595039129451,0.7497680564760699,0.17787440517957262,0.07235752841024999,0.03392581945750925
56,3,10,0,19,2,1,-1.0,1.399,1.1988900100303297,0.25,2.0,2.5344,-1.0,0,0.0,0.5400516795865633,2.192894464988846,10.0,8.34104873369244,-10,1.4115693161380172,2.1507936507936507,1.4523809523809526,0.6984126984126985,12.61904761904762,4.714285714285714,2.984126984126984,11.515873015873018,0.6739927264085133,0.8155,0.7342,0.6334,0.5400516795865633,0.6612594134115849,2.5344,2.194865474712581,1.8553309494251617,0,2,Chelsea,1.5,4.5,7.5,,,,1.45,4.5,7.25,37.0,23.0,1.0,2.02,1.8,1.49,1.78,2.09,4.4,6.98,2.1,1.91,1.55,1.83,2.16,4.67,7.5,30.0,-1.0,0.134,0.1756,0.2195,0.209116224754091,09/12/17,E0,0,0,1,H,-0.9426824652291568,,,,1,2.0,4,10,0.2928,0,5,2,0,1,H,6,1.0899999999999999,0.0,0.25620754480117297,1.75,-1.0,1.5839,6.55,3,1.0,0.4599483204134367,0.5979893102570629,1.0,3.903085683038878,1,0.7480039148996018,1.1666666666666667,-0.6666666666666666,1.8333333333333333,11.333333333333334,3.0,3.6666666666666665,10.0,1.1391247111414176,0.0505,0.0902,0.1471,0.4599483204134367,0.12962436183432396,0.47770000000000007,0.6185777612895663,0.7594555225791326,-1.0,1,19,West Ham,1.55,4.0,6.2,1.5,4.2,7.0,1.1538461538461537,10.743589743589743,3.5,1.5064102564102564,13.711538461538462,4.602564102564102,0.5795,0.5337,0.4853,-1.0,0.5287958115183247,1.49,1.48,4.68,7.55,4.67,7.45,A Taylor,1,,,,,,,0.4205,0.4663,0.5147,1.02,0.4712041884816754,1.5,4.6,7.5,1.5,4.0,7.0,16,0.5974088816688706,0.78329525,0.68339284,0.5643169849999999,18,-2.0567,1.0479795,0.9701881,-0.07779139,1.0777913928031921,1.100141033589316,0.9117089927864793,-0.1884320408028367,1.1884320408028368,0.77378994,1.6502912,0.87650126,0.12349873781204224,0.796574057139357,0.6788190396523442,0.19159145274993253,0.12958950759772345,0.6152491,0.23102432,0.1537266,0.10781163,0.26934198,0.6228464,0.6092048569392521,0.5473550567108518,0.5919688597284201,0.13037591000995333,0.23065258436479988,0.638971520526408,0.5822653214460058
57,1,11,0,3,2,3,0.8600000000000001,0.3016,1.3392136699057722,1.25,2.0,1.956,-1.0,1,1.0,0.5168831168831169,0.4819090765998508,7.0,5.226947840588069,1,0.7808391604398269,0.6984126984126985,-1.6587301587301588,2.357142857142857,9.111111111111112,2.904761904761905,5.396825396825396,15.07936507936508,1.247412438831535,0.1076,0.063,0.0271,0.5168831168831169,0.09844446117312128,1.0339999999999998,0.6993543652838439,0.3647087305676878,0,4,Everton,11.0,6.0,1.3,,,,10.0,5.5,1.3,37.0,23.0,-1.75,2.62,1.48,10.37,1.86,1.99,5.77,1.29,2.8,1.52,12.0,1.91,2.05,6.29,1.4,30.0,4.25,0.1517,0.1294,0.1013,0.186575693080487,10/12/17,E0,1,1,1,D,-0.1067632592246035,,,,0,-1.75,12,8,0.2928,0,23,3,0,1,H,1,-1.0,0.922,1.2324504106811687,3.0,4.0,2.8741,-1.0,1,0.0,0.4831168831168831,2.3315152303196625,10.0,8.113916725033224,-10,1.5383279414611435,1.9047619047619049,1.603174603174603,0.30158730158730157,21.03968253968254,7.873015873015873,1.3015873015873016,5.80952380952381,0.407391272820401,0.7407,0.8077,0.8716,0.4831168831168831,0.7149798457463917,2.8653,2.874902676963868,2.8845053539277363,1.75,0,13,Liverpool,7.0,5.0,1.4,11.0,5.5,1.28,1.1464968152866242,10.796178343949045,3.4904458598726116,1.503184713375796,13.656050955414011,4.585987261146497,0.7468,0.6927,0.6303,-1.0,0.6390243902439025,11.6,9.95,5.25,1.37,6.28,1.29,C Pawson,0,,,,,,,0.2532,0.3073,0.3697,1.62,0.36097560975609755,10.0,6.0,1.29,10.0,5.0,1.3,16,0.2604437458796002,0.280107125,0.32816785,0.38021048500000004,18,1.8313000000000001,1.5466849,1.2795854,-0.2670995,-1.4829005002975464,1.11034271159463,0.9016020049810409,-0.20874070661358912,-1.5412592933864109,2.0517712,0.75641114,-1.2953601,-0.45463991165161133,-1.1595999017785228,0.0816816342766971,0.15924285947686115,0.7590755062464417,0.05826563,0.3981178,0.54361653,0.7534212,0.19773279,0.048846096,0.29143375678070194,0.1494569109754882,0.2850147097103851,0.6853710756422262,0.25169782042306554,0.0629311200776329,0.2368469175847116
58,8,10,0,14,7,2,0.9199999999999999,1.3361,1.1867956494951597,-1.75,1.0,3.6059,1.23,3,1.0,0.5025906735751295,1.5920653593360459,12.0,10.111260523329834,1,1.8254429937382417,2.6031746031746033,2.0,0.6031746031746031,17.166666666666668,6.111111111111111,1.6984126984126984,5.396825396825396,0.3872740896194358,0.4586,0.4842,0.5138,0.5025906735751295,0.43923286961589525,2.1561000000000003,1.7907697857037854,1.4254395714075705,1,18,Man City,2.25,3.5,3.39,,,,2.15,3.6,3.3,38.0,23.0,0.25,1.98,1.83,2.2,1.92,1.94,3.45,3.32,2.04,1.9,2.3,1.98,2.01,3.6,3.5,33.0,-1.0,0.2074,0.2318,0.271,0.2743667504883603,10/12/17,E0,0,2,1,A,0.28807349361509704,,,,-1,-0.75,2,16,0.2928,0,8,5,1,1,D,4,-1.0,1.4498,1.4748691431102567,2.25,2.0,2.8729,-1.0,0,0.0,0.49740932642487046,1.133567890175594,12.0,8.136315046020945,-10,1.4062932518105549,2.793650793650794,2.642857142857143,0.15079365079365079,16.873015873015873,5.849206349206349,2.9603174603174605,9.452380952380953,0.6816462472229413,0.334,0.2841,0.2152,0.49740932642487046,0.2864003798957445,1.8296,1.3232657041246665,0.816931408249333,-0.25,0,8,Man United,2.3,3.3,3.15,2.15,3.4,3.2,1.1455696202531647,10.746835443037975,3.4810126582278484,1.5,13.715189873417721,4.575949367088608,0.7598,0.6019,0.3886,0.8300000000000001,0.5196850393700787,2.23,2.23,3.57,3.42,3.56,3.44,M Oliver,-1,,,,,,,0.2402,0.3981,0.6114,-1.0,0.48031496062992135,2.25,3.5,3.3,2.15,3.4,3.3,16,0.19824247606182524,0.20233498,0.17343281000000002,0.14135074,18,-0.32650000000000046,1.4872035,1.8582436,0.3710401,-0.12104010581970215,1.1031658231578834,0.9071664304655112,-0.1959993926923722,0.4459993926923722,0.99286586,1.3930587,0.4001928,-0.15019279718399048,0.058255496562893194,0.3900964748412168,0.2818345962709757,0.3280689288878076,0.18617354,0.14873987,0.66508657,0.3121723,0.29995787,0.38786986,0.23980576605135193,0.5523268097270151,0.23607743997815334,0.4351092633175728,0.2435107806903313,0.3213799609591496,0.3249226175770253
59,5,10,0,11,6,2,-0.5,0.9264,1.1717179196249725,-2.25,-2.0,2.6524,-1.0,1,0.25,0.5615384615384615,1.7829936305732483,9.0,7.681029579952654,-10,1.2441372300142974,1.2063492063492063,-0.5476190476190476,1.753968253968254,13.928571428571429,4.642857142857143,4.301587301587301,11.15079365079365,0.9509383627456288,0.5812,0.4747,0.3672,0.5615384615384615,0.5082802547770701,1.8135000000000001,1.5548855191831574,1.2962710383663145,0,0,Arsenal,1.95,3.75,4.0,,,,1.91,3.6,4.0,38.0,22.0,0.25,2.02,1.8,1.95,1.71,2.19,3.6,3.85,2.12,1.85,2.03,1.75,2.27,3.8,4.2,32.0,2.8,0.2288,0.2528,0.2643,0.2581528662420382,10/12/17,E0,1,1,1,D,-0.25879299506228337,,,,0,0.25,4,12,0.2928,0,6,3,0,1,H,2,0.595,0.8389,0.9129249245626891,-0.25,0.0,1.5632,-1.0,1,0.75,0.4384615384615385,0.9588535031847134,4.0,4.38152129751095,1,0.9126581225991723,1.2222222222222223,0.08333333333333333,1.138888888888889,15.388888888888888,3.5,3.027777777777778,9.583333333333334,0.9052604906159454,0.19,0.2725,0.3685,0.4384615384615385,0.2335668789808917,0.9296,1.1143466218947409,1.2990932437894818,-0.25,0,5,Southampton,2.0,3.4,3.8,1.95,3.5,3.75,1.150943396226415,10.767295597484276,3.50314465408805,1.4968553459119496,13.679245283018867,4.578616352201258,0.5169,0.4988,0.4804,-1.0,0.5287958115183247,2.01,1.93,3.8,4.2,3.79,3.85,R Madley,0,,,,,,,0.4831,0.5012,0.5196,1.02,0.4712041884816754,1.95,3.7,4.0,1.91,3.6,3.8,16,0.1564511521765589,0.18694671999999998,0.14979816999999998,0.135314045,18,-0.8839000000000001,1.1089509,1.3615756,0.25262475,-0.0026247501373291016,1.099225527581995,0.9094585873594677,-0.18976694022252738,0.4397669402225274,0.92200994,1.4127188,0.49070883,-0.2407088279724121,0.06547778737092873,0.4420425100201017,0.2913868826257433,0.2665706073541552,0.4923419,0.23644961,0.27120844,0.27323163,0.29944155,0.4273268,0.13323073468501734,0.15797730581681224,0.1286318696696509,0.27033688940270445,0.2757593476648876,0.4539037380971394,0.13955532988806482
60,4,14,0,14,7,0,-1.0,0.0,0.7619260854775647,-2.25,-4.0,1.8577,-1.0,0,0.0,0.49481865284974097,1.1681415929203538,3.0,3.9373898035262065,-10,0.8819104712988177,1.1944444444444444,-1.4722222222222223,2.6666666666666665,9.027777777777779,2.888888888888889,5.083333333333333,13.527777777777779,1.2356941531684082,0.0935,0.1507,0.2216,0.49481865284974097,0.2882427307206068,0.5056999999999998,0.6720857801505711,0.8384715603011422,0,14,Stoke,3.6,3.2,2.29,,,,3.5,3.1,2.25,38.0,24.0,-0.25,1.58,2.38,3.48,1.95,1.91,3.17,2.26,1.62,2.48,3.75,2.01,1.96,3.3,2.4,33.0,-1.0,0.2072,0.2431,0.2712,0.30341340075853346,12/12/17,E0,0,0,1,H,0.7009442024853036,,,,1,0.75,6,6,0.3422,0,10,2,0,0,D,0,0.9099999999999999,1.352,1.4628702879628683,0.75,1.0,1.5079,1.4,3,1.0,0.5051813471502591,1.5284450063211124,6.0,4.101525644051017,1,0.7703106058011688,0.7777777777777778,0.4166666666666667,0.3611111111111111,11.583333333333334,3.9166666666666665,3.0,12.305555555555555,0.8267343776244223,0.6993,0.6062,0.5073,0.5051813471502591,0.40834386852085963,1.8501,1.6359766453099887,1.4218532906199772,0.25,1,11,Burnley,3.05,3.2,2.4,3.6,3.2,2.25,1.15,10.768750000000002,3.5187499999999994,1.4937499999999997,13.63125,4.56875,0.4187,0.4061,0.3934,-1.0,0.39898989898989906,3.6,3.4,3.23,2.4,3.25,2.3,M Jones,1,,,,,,,0.5813,0.5939,0.6066,0.5800000000000001,0.601010101010101,3.75,3.2,2.25,3.3,3.1,2.3,17,0.2165704248650671,0.049581369999999986,0.08889446500000002,0.14590777000000002,18,1.3444000000000003,1.0552042,0.9177111,-0.13749307,-0.1125069260597229,1.1022574995516274,0.9021435661674052,-0.20011393338422223,-0.04988606661577777,1.2512517,0.7955127,-0.45573902,0.20573902130126953,0.01444867620858962,0.23992540320438113,0.3047350066407473,0.4553395901548714,0.18385993,0.15768893,0.65845114,0.4695462,0.26607972,0.26437414,0.17710958057772422,0.07523004873589667,0.17563744395936887,0.5277789763088971,0.24283455370214088,0.22938648985717683,0.13780542391493503
61,6,18,1,7,2,1,-1.0,0.4581,0.9625537093384997,-0.75,-1.0,2.2232,-1.0,0,0.0,0.5025906735751295,1.1466842034897797,4.0,4.155612264742025,-10,1.246523595708471,1.861111111111111,0.3333333333333333,1.5277777777777777,12.722222222222221,3.75,4.0,10.0,0.8612481102188396,0.5346,0.4736,0.4142,0.5025906735751295,0.2895418625406954,1.8401999999999998,1.7320133912189772,1.6238267824379546,0,6,Watford,3.25,3.5,2.29,,,,3.25,3.4,2.25,38.0,24.0,-0.25,1.98,1.84,3.21,1.92,1.94,3.45,2.26,2.05,1.91,3.35,1.97,2.0,3.6,2.4,33.0,-1.0,0.2288,0.2359,0.2385,0.27805861586769337,12/12/17,E0,0,1,2,H,0.015344134120460096,,,,1,0.75,4,14,0.3422,0,14,4,1,0,A,2,0.94,0.383,0.9778978434589598,-0.25,0.0,1.2655,1.27,3,1.0,0.49740932642487046,1.5752571806425273,6.0,6.135610217502036,1,1.1443795593767168,1.388888888888889,-0.2777777777777778,1.6666666666666667,15.972222222222223,5.722222222222222,4.083333333333333,9.861111111111112,1.1398488079366524,0.2366,0.2905,0.3473,0.49740932642487046,0.43239952159161127,1.1496000000000002,1.3094047698531173,1.4692095397062344,0.25,1,3,Crystal Palace,3.15,3.1,2.4,3.2,3.5,2.3,1.1428571428571428,10.788819875776397,3.540372670807453,1.4906832298136645,13.608695652173912,4.552795031055901,0.5745,0.586,0.5973,0.8400000000000001,0.518324607329843,3.34,3.39,3.53,2.27,3.51,2.29,L Mason,1,,,,,,,0.4255,0.414,0.4027,-1.0,0.48167539267015713,3.3,3.5,2.3,3.25,3.5,2.25,17,0.2030023966264834,0.43428835999999993,0.363843605,0.29878946500000003,18,-0.6905999999999997,1.4572589,1.4133983,-0.043860674,-0.20613932609558105,1.1000038460997437,0.9078036563163168,-0.1922001897834269,-0.0577998102165731,1.1896412,1.0740185,-0.11562276,-0.13437724113464355,-0.13277212581559925,0.31890761781906446,0.2996664993014227,0.3814258828795129,0.30405715,0.2188436,0.4770993,0.44602272,0.26811978,0.28585753,0.2421680035372102,0.18293793329663555,0.1943026686178606,0.43484930048506043,0.26220995856809254,0.3029407657821157,0.20558420284382511
