,AC,AF,AR,AS,AST,AY,A_Ahc_PL,A_Def_Rat,A_Form_Tot4,A_GoalDiff_Ahc_last,A_GoalDiff_last,A_Off_Rat,A_PL,A_Pts,A_Pts_Ahc,A_Pts_Ahc_Exp,A_Pts_Exp,A_Pts_Tot4,A_Pts_Tot_Exp4,A_Win_Ahc,A_att_Poi_mix,A_avgG,A_avgGD,A_avgG_c,A_avgS,A_avgST,A_avgST_c,A_avgS_c,A_def_Poi_mix,A_pred_Mas,A_pred_PoiMas,A_pred_Poi_mix,A_prob_ahc_odds,A_prob_odds,A_xG_Mas,A_xG_PoiMas,A_xG_Poi_mix,Away,AwayId,AwayTeam,B365A,B365D,B365H,BSA,BSD,BSH,BWA,BWD,BWH,Bb1X2,BbAH,BbAHh,BbAv<2.5,BbAv>2.5,BbAvA,BbAvAHA,BbAvAHH,BbAvD,BbAvH,BbMx<2.5,BbMx>2.5,BbMxA,BbMxAHA,BbMxAHH,BbMxD,BbMxH,BbOU,D_PL,D_pred_Mas,D_pred_PoiMas,D_pred_Poi_mix,D_prob_odds,Date,Div,Draw,FTAG,FTHG,FTR,Form_Diff_Tot4,GBA,GBD,GBH,GoalDiff,GoalDiff_Ahc,HC,HF,HFA,HR,HS,HST,HTAG,HTHG,HTR,HY,H_Ahc_PL,H_Def_Rat,H_Form_Tot4,H_GoalDiff_Ahc_last,H_GoalDiff_last,H_Off_Rat,H_PL,H_Pts,H_Pts_Ahc,H_Pts_Ahc_Exp,H_Pts_Exp,H_Pts_Tot4,H_Pts_Tot_Exp4,H_Win_Ahc,H_att_Poi_mix,H_avgG,H_avgGD,H_avgG_c,H_avgS,H_avgST,H_avgST_c,H_avgS_c,H_def_Poi_mix,H_pred_Mas,H_pred_PoiMas,H_pred_Poi_mix,H_prob_ahc_odds,H_prob_odds,H_xG_Mas,H_xG_PoiMas,H_xG_Poi_mix,Handicap,Home,HomeId,HomeTeam,IWA,IWD,IWH,LBA,LBD,LBH,Lg_AG,Lg_AS,Lg_AST,Lg_HG,Lg_HS,Lg_HST,O_pred_Mas,O_pred_PoiMas,O_pred_Poi_mix,Over_PL,Over_prob_odds,PSA,PSCA,PSCD,PSCH,PSD,PSH,Result,SBA,SBD,SBH,SJA,SJD,SJH,U_pred_Mas,U_pred_PoiMas,U_pred_Poi_mix,Under_PL,Under_prob_odds,VCA,VCD,VCH,WHA,WHD,WHH,round,rps_Book,rps_Mas,rps_PoiMas,rps_Poi_mix,season,xGD_Mas,Res,H_xgb_xG,A_xgb_xG,XGB_hc,Hc_Diff_xgb,H_svr_xG,A_svr_xG,SVR_hc,Hc_Diff_svr,H_ann_xG,A_ann_xG,ANN_hc,Hc_Diff_ann,Hc_Diff_avg,A_pred_Rdf,D_pred_Rdf,H_pred_Rdf,A_pred_Xgb,D_pred_Xgb,H_pred_Xgb,H_pred_Ann,D_pred_Ann,A_pred_Ann,rps_Rdf,rps_Xgb,rps_ANN,H_pred_avg,D_pred_avg,A_pred_avg,rps_avg
39,6,10,0,14,3,4,-1.0,1.2405,2.2992359910349207,1.0,0.0,2.4838,-1.0,0,0.0,0.4484536082474227,1.5152247462542292,10.0,4.349270818215945,-10,1.068405101636556,1.6666666666666667,0.3333333333333333,1.3333333333333333,9.666666666666666,3.8333333333333335,4.333333333333333,10.0,0.8098527572325412,0.6911,0.5635,0.4324,0.4484536082474227,0.4084098598356694,2.0098000000000003,1.7442007752688453,1.4786015505376906,0,6,Sociedad,2.5,3.1,3.1,,,,2.5,3.2,2.95,45,23.0,0.25,1.66,2.2,2.51,2.14,1.74,3.17,2.97,1.72,2.28,2.6,2.21,1.78,3.3,3.11,43,-1.0,0.1975,0.2358,0.2561,0.28999516674722087,05/12/16,SP1,0,1,5,H,-1.8715544786917717,,,,4,4.25,8,15,0.2747,0,15,10,0,3,H,1,0.74,0.474,0.42768151234314905,-0.75,-1.0,1.6235,2.25,3,1.0,0.5515463917525772,1.19478008699855,2.0,4.676377028884302,1,0.915115588429023,1.3333333333333333,-0.16666666666666666,1.5,13.333333333333334,4.5,3.6666666666666665,10.666666666666666,1.0569601568099287,0.1114,0.2007,0.3115,0.5515463917525772,0.3015949734171097,0.6577,0.9366659180016725,1.2156318360033451,-0.25,1,0,La Coruna,2.5,3.3,2.85,2.5,3.1,2.9,1.3093525179856116,10.050359712230216,3.690647482014389,1.6402877697841725,13.496402877697841,4.942446043165468,0.4984,0.5017,0.505,1.2000000000000002,0.43005181347150256,2.58,2.4,3.38,3.25,3.22,3.11,4,,,,,,,0.5016,0.4983,0.495,-1.0,0.5699481865284974,2.5,3.25,2.9,2.5,3.25,3.0,14,0.3272840973836194,0.6336145850000001,0.47820637,0.330501005,17,-1.3521000000000003,green,1.3599694,1.2047471,-0.1552223,0.4052222967147827,1.1005666674988739,0.9052603967097127,-0.19530627078916118,0.4453062707891612,1.2433919,1.186091,-0.057300925,0.3073009252548218,0.3859431642529219,0.40321283243137596,0.2557131024313447,0.3410740651372795,0.27991357,0.23676187,0.48332462,0.46132037,0.26213178,0.27654794,0.2983819879360215,0.17265251352146382,0.18332722809633362,0.42857301757347993,0.2515355836057821,0.3198914484912753,0.2144296516422835
40,2,14,0,8,2,5,0.76,0.0,1.4822829481881765,2.0,1.0,1.4636,-1.0,1,1.0,0.545219638242894,0.7601813724623886,5.0,3.3731751458866865,1,0.8511850752715211,1.0,-2.0396825396825395,3.0396825396825395,9.380952380952381,3.0555555555555554,7.285714285714286,16.65873015873016,1.4678829577280417,0.1119,0.1302,0.1472,0.545219638242894,0.17412917738600472,0.9088,1.1085384863463843,1.3082769726927688,0,3,Granada,5.75,4.0,1.6,,,,5.25,4.0,1.65,51,28.0,-1.0,2.02,1.79,5.46,1.76,2.11,3.98,1.64,2.15,2.02,5.85,1.83,2.28,4.2,1.7,48,3.13,0.1637,0.1639,0.1645,0.23779384030437448,09/12/16,SP1,1,1,1,D,0.1820503498629773,,,,0,-1.0,6,16,0.3659,0,16,7,0,1,H,3,-1.0,0.5548,1.6643332980511538,1.0,0.0,2.1887,-1.0,1,0.0,0.4547803617571059,2.002024787233237,8.0,4.8067295230874585,-10,1.179184907816754,2.357142857142857,0.9047619047619048,1.4523809523809526,16.412698412698415,4.904761904761904,4.357142857142857,12.222222222222221,1.1758519486060979,0.7244,0.7059,0.6884,0.4547803617571059,0.5880769823096208,2.5545999999999998,2.717660590125992,2.880721180251984,1.0,0,1,Malaga,5.0,3.7,1.7,5.5,3.8,1.62,1.3071428571428572,10.07857142857143,3.6857142857142855,1.6642857142857144,13.507142857142858,4.978571428571429,0.6723,0.7353,0.7883,-1.0,0.5301837270341206,5.67,5.64,4.13,1.67,4.18,1.65,0,,,,,,,0.3277,0.2647,0.2117,1.02,0.46981627296587924,5.75,4.0,1.65,5.5,4.0,1.65,15,0.18807775376975838,0.26863848500000004,0.257623425,0.247766485,17,1.6457999999999997,yellow,1.9978758,1.27869,-0.7191858,-0.28081417083740234,1.1041474503937128,0.9010722042773408,-0.20307524611637195,-0.796924753883628,1.9243059,0.934766,-0.9895399,-0.010460078716278076,-0.3627330011457695,0.20174643389180213,0.2305275407445725,0.5677260253636253,0.22833201,0.22950809,0.5421599,0.513027,0.2524868,0.23448624,0.1815072317316195,0.17303643735354612,0.15909024492777357,0.5409709842273994,0.23750747432352093,0.22152156131729453,0.17086069955096878
41,4,18,0,11,6,3,0.8400000000000001,0.4857,0.9569279625921823,0.25,0.0,1.2822,-1.0,1,1.0,0.5233160621761658,0.857429358149397,4.0,4.180042967042751,1,0.8314603744872414,0.6984126984126985,-1.2619047619047619,1.9603174603174605,9.722222222222221,3.285714285714286,4.563492063492063,12.412698412698413,0.9822166619251578,0.1053,0.1763,0.2617,0.5233160621761658,0.1961686275087244,0.6902,0.9523503287749322,1.2145006575498642,0,13,Leganes,4.75,3.5,1.8,,,,4.6,3.8,1.75,50,24.0,-0.75,1.81,1.99,4.7,1.84,2.02,3.62,1.79,1.88,2.06,5.1,1.9,2.11,3.81,1.85,47,2.64,0.1836,0.2145,0.234,0.26892347562322383,10/12/16,SP1,1,1,1,D,0.3415727226562115,,,,0,-0.75,6,17,0.3659,0,5,1,0,1,H,3,-1.0,0.592,1.2985006852483938,0.25,0.0,2.2815,-1.0,1,0.0,0.4766839378238342,1.8736471662273795,7.0,5.390832734648076,-10,1.0877724087782834,1.9841269841269842,0.9841269841269841,1.0,11.984126984126982,6.079365079365079,4.563492063492063,12.396825396825397,1.1193283082095735,0.711,0.6092,0.5044,0.4766839378238342,0.5349078968680518,2.1616999999999997,1.9674180678105375,1.773136135621075,0.75,0,18,Las Palmas,4.5,3.6,1.8,4.75,3.5,1.75,1.3049645390070923,10.063829787234043,3.6737588652482267,1.6595744680851066,13.52482269503546,4.99290780141844,0.5428,0.5586,0.574,-1.0,0.47631578947368425,4.89,4.99,3.64,1.83,3.76,1.82,0,,,,,,,0.4572,0.4414,0.426,0.81,0.5236842105263159,4.8,3.7,1.8,4.8,3.6,1.8,15,0.1623042942752295,0.25831508000000003,0.20110316499999997,0.16142696,17,1.4714999999999998,yellow,1.7748358,1.2163954,-0.55844045,-0.1915595531463623,1.1018706840833088,0.9012221389368437,-0.20064854514646513,-0.5493514548535349,1.3758951,1.0113516,-0.36454356,-0.3854564428329468,-0.3754558169442814,0.1975245880197275,0.2388787755190055,0.5635966364612669,0.1964053,0.25936824,0.54422647,0.44933787,0.2646542,0.28600788,0.1783285657514083,0.16737874329916202,0.14185253174682666,0.5190536579844186,0.2543004019001696,0.2266459252142505,0.16039254101890232
42,5,6,0,17,6,0,0.8200000000000001,1.0804,0.6971658399324295,-1.0,0.0,2.8573,0.1299999999999999,3,1.0,0.5284974093264249,2.6912739183593377,6.0,8.6062736530257,1,1.597133674185201,2.9603174603174605,1.603174603174603,1.357142857142857,12.452380952380954,5.563492063492063,5.2063492063492065,12.61904761904762,0.9497064788555264,0.7648,0.7172,0.6658,0.5284974093264249,0.8646835958923064,2.7349,2.5945450216440085,2.454190043288017,1,2,Barcelona,1.18,7.5,15.0,,,,1.2,7.25,13.0,49,26.0,2.0,3.06,1.36,1.19,1.82,2.04,7.26,15.39,3.32,1.4,1.25,1.92,2.12,8.52,18.5,39,-1.0,0.147,0.1644,0.1806,0.09722313068241852,10/12/16,SP1,0,3,0,A,-0.6971658399324295,,,,-3,-1.0,2,18,0.3659,0,4,1,0,0,D,3,-1.0,0.1224,0.0,-1.25,-2.0,1.5488,-1.0,0,0.0,0.4715025906735752,0.21150295095824378,0.0,3.6377629626431243,-10,0.7030291496921627,0.6031746031746031,-1.0952380952380951,1.6984126984126984,10.563492063492063,4.2063492063492065,4.301587301587301,11.182539682539684,1.1794608756440816,0.0882,0.1184,0.1536,0.4715025906735752,0.0380932734252751,0.8342999999999999,0.9696245228782767,1.1049490457565534,-2.0,0,14,Osasuna,1.25,6.0,11.0,1.18,7.5,15.0,1.3028169014084507,10.070422535211268,3.6901408450704225,1.6549295774647887,13.464788732394366,4.964788732394366,0.6918,0.6909,0.69,0.3600000000000001,0.6923076923076923,1.2,1.13,10.05,25.65,7.85,17.1,-3,,,,,,,0.3082,0.3091,0.31,-1.0,0.3076923076923077,1.18,7.5,17.0,1.2,7.0,17.0,15,0.009880813350444705,0.03154914,0.046997199999999996,0.06764129999999999,17,-1.9006000000000003,red,0.89395404,3.343981,2.450027,-0.4500269889831543,1.101488498885425,0.9065913795796628,-0.19489711930576215,2.1948971193057623,0.8229512,1.9292607,1.1063095,0.8936904668807983,0.8795201990678021,0.718878799577447,0.1597499178843932,0.12137128253815962,0.82001704,0.124331586,0.055651397,0.06046217,0.17899232,0.76054555,0.04688005877598745,0.017745475975379926,0.0304970622684973,0.07916161613344615,0.15435794002470826,0.7664804637100605,0.030398972288580253
43,3,17,0,4,2,4,1.06,0.4311,0.8670945992396073,4.25,4.0,1.7393,-1.0,0,1.0,0.4677002583979328,0.34111904987444813,4.0,4.613106809231395,1,0.8809568958677848,0.753968253968254,-1.357142857142857,2.111111111111111,13.055555555555555,2.507936507936508,5.150793650793651,14.698412698412698,1.1237716551340722,0.0311,0.062,0.1049,0.4677002583979328,0.0660478882906778,0.48150000000000004,0.7168753211485028,0.9522506422970056,0,0,La Coruna,15.0,8.0,1.17,,,,15.0,8.5,1.16,51,23.0,-2.0,3.28,1.33,16.27,2.06,1.81,7.77,1.17,3.9,1.38,27.0,2.35,1.9,9.35,1.21,38,-1.0,0.1004,0.1272,0.1542,0.14297538500241475,10/12/16,SP1,0,2,3,H,0.46145047988519816,,,,1,-1.0,10,16,0.3659,0,17,5,0,0,D,3,-1.0,1.2578,1.3285450791248055,1.0,0.0,3.2077,0.24,3,0.0,0.5322997416020672,2.5159055651231372,10.0,7.5270310034098475,-10,1.482392298521619,2.301587301587302,1.3015873015873016,1.0,20.682539682539684,7.285714285714286,3.1507936507936507,8.452380952380953,0.8221949463159024,0.8685,0.8108,0.7409,0.5322997416020672,0.7909767267069076,3.1425,2.9400596329157196,2.7376192658314387,2.0,1,15,Real Madrid,,,,15.0,7.0,1.18,1.3146853146853146,10.118881118881118,3.7062937062937062,1.6433566433566433,13.398601398601398,4.937062937062937,0.7015,0.7072,0.7128,0.33000000000000007,0.7114967462039045,16.85,14.85,6.86,1.24,8.25,1.19,1,,,,,,,0.2985,0.2928,0.2872,-1.0,0.2885032537960954,15.0,8.0,1.18,15.0,7.0,1.2,15,0.024026526162908325,0.009129729999999992,0.019820320000000006,0.03906841,17,2.661,green,4.2705784,0.65871215,-3.6118662,1.6118662357330322,1.1097665961037688,0.9008988866621676,-0.20886770944160127,-1.7911322905583988,3.0131817,0.8448205,-2.1683612,0.16836118698120117,-0.0036349559480551483,0.058411067063789936,0.09090491553594413,0.8506840174002663,0.03571957,0.08076011,0.88352036,0.91001606,0.063810326,0.026173621,0.012853557707627243,0.007421695081307189,0.00439108377417366,0.8814068140123691,0.07849178271310112,0.04010141941745459,0.007836233153641643
44,4,20,1,9,3,4,-1.0,0.2863,0.3130319553181897,-1.0,0.0,1.8061,-1.0,0,0.0,0.4974226804123712,0.9611057055811654,2.0,6.389124068713836,-10,0.9464851456197845,1.2063492063492063,-0.24603174603174602,1.4523809523809526,10.285714285714286,3.301587301587302,3.285714285714286,10.134920634920634,0.7523634284271575,0.1481,0.1991,0.2682,0.4974226804123712,0.23458121321359643,1.0101,0.9659391843362921,0.9217783686725841,0,9,Valencia,3.8,3.75,1.91,,,,3.9,3.7,1.91,50,26.0,-0.5,2.05,1.75,3.88,1.95,1.93,3.66,1.94,2.15,1.89,4.15,2.01,2.01,3.82,2.01,46,-1.0,0.1851,0.2299,0.2853,0.2573620659403761,10/12/16,SP1,0,2,3,H,1.2345585912150736,,,,1,0.5,8,17,0.3659,0,14,6,1,2,H,4,0.9299999999999999,0.796,1.5475905465332633,-4.25,-4.0,2.2576,0.9299999999999999,3,1.0,0.502577319587629,1.7815322284784585,7.0,4.523160221985464,1,1.0279715362082413,1.8095238095238095,1.0714285714285714,0.7380952380952381,13.88095238095238,4.825396825396825,2.722222222222222,8.65079365079365,0.7381108698693666,0.6668,0.571,0.4465,0.502577319587629,0.5080567208460275,2.3372,1.807735934219115,1.27827186843823,0.5,1,6,Sociedad,3.8,3.4,2.0,3.8,3.6,1.91,1.3194444444444444,10.07638888888889,3.6944444444444446,1.6527777777777777,13.423611111111109,4.9375,0.65,0.5242,0.3773,0.75,0.5394736842105263,4.03,4.18,3.81,1.93,3.81,1.96,1,,,,,,,0.35,0.4758,0.6227,-1.0,0.46052631578947373,3.9,3.8,1.95,4.0,3.6,1.95,15,0.14851826774876306,0.06647792500000002,0.11184090500000003,0.189146745,17,1.3271000000000002,green,1.6572704,0.9733896,-0.6838808,0.18388080596923828,1.10213253013847,0.902588648119374,-0.1995438820190959,-0.3004561179809041,1.3338449,1.0140352,-0.31980968,-0.1801903247833252,-0.09892187893166367,0.20139156457686502,0.23982891565042355,0.5587795197727115,0.22595912,0.2286907,0.5453502,0.36299145,0.27060395,0.36640462,0.11761703722735836,0.12888198213955093,0.27001610785664276,0.48904038865572313,0.2463745230617709,0.2645851031836671,0.16554249668327803
45,7,12,0,14,4,2,-1.0,1.026,1.136561104339438,1.25,2.0,1.9041,-1.0,0,0.0,0.47028423772609823,1.556984990322853,7.0,6.158929751575791,-10,0.8205903390593852,1.0,-0.3968253968253968,1.396825396825397,8.928571428571429,2.9444444444444446,3.8492063492063493,13.80952380952381,0.8876815677875924,0.5079,0.4609,0.4167,0.47028423772609823,0.41744310315067334,1.6126,1.587715305945991,1.5628306118919817,0,17,Ath Bilbao,2.38,3.25,3.1,,,,2.35,3.2,3.2,49,23.0,0.25,1.68,2.18,2.39,2.05,1.82,3.23,3.12,1.75,2.3,2.5,2.13,1.86,3.35,3.35,45,-1.0,0.2488,0.2481,0.2447,0.304655680870833,11/12/16,SP1,0,0,1,H,-0.27851079514502275,,,,1,1.25,3,14,0.3659,0,6,1,0,1,H,3,0.8200000000000001,0.2915,0.8580503091944152,-0.25,0.0,1.6948,2.53,3,1.0,0.5297157622739017,1.1383593288063139,4.0,4.661731319408789,1,0.9396443208281469,1.357142857142857,-0.4523809523809524,1.8095238095238095,14.396825396825397,4.396825396825396,5.674603174603175,13.96031746031746,1.4383092823663415,0.2433,0.291,0.3387,0.5297157622739017,0.2779012159784936,1.0347,1.210519970599932,1.3863399411998643,-0.25,1,10,Betis,2.3,3.3,3.15,2.38,3.2,3.0,1.3241379310344827,10.068965517241379,3.689655172413793,1.6620689655172416,13.427586206896551,4.944827586206896,0.4934,0.5301,0.5653,-1.0,0.4352331606217616,2.47,2.35,3.22,3.53,3.35,3.15,1,,,,,,,0.5066,0.4699,0.4347,0.6799999999999999,0.5647668393782384,2.3,3.25,3.2,2.4,3.2,3.2,15,0.34784269912670096,0.4152786500000001,0.3575549050000001,0.30543662499999996,17,-0.5779000000000001,green,1.2180134,1.4165648,0.19855142,0.05144858360290527,1.0998075552211568,0.9053009689747243,-0.19450658624643247,0.44450658624643247,1.0931492,1.3421997,0.2490505,0.0009495019912719727,0.16563489061353656,0.36260428463449074,0.27460000604681495,0.3627957093186944,0.35071343,0.25511906,0.39416748,0.3275673,0.27912402,0.39330864,0.2687555876489782,0.24501648550325195,0.303428716552383,0.3615101671042631,0.26961436102884456,0.3688754519986775,0.2718691902281243
46,6,13,0,14,5,3,0.8999999999999999,0.6197,0.9532000726154225,-2.0,-1.0,2.3218,1.69,3,1.0,0.5064935064935064,1.3740806435212907,6.0,6.294586175950446,1,1.1721668540103471,1.507936507936508,-0.15079365079365079,1.6587301587301588,11.88095238095238,4.3730158730158735,4.849206349206349,11.246031746031747,0.9352181828474464,0.4116,0.3971,0.3802,0.5064935064935064,0.36482776541299017,2.0329,1.823105818972825,1.6133116379456502,1,4,Sevilla,2.63,3.3,2.75,,,,2.65,3.3,2.7,49,24.0,0.0,2.04,1.76,2.62,1.9,1.95,3.36,2.71,2.12,1.83,2.7,1.97,1.99,3.55,2.85,45,-1.0,0.2095,0.2201,0.2331,0.2795973472823201,11/12/16,SP1,0,3,0,A,0.22593979113094742,,,,-3,-3.0,4,13,0.3659,0,14,6,0,0,D,3,-1.0,0.2889,1.17913986374637,0.25,0.0,2.201,-1.0,0,0.0,0.49350649350649356,1.3463220091963892,7.0,5.936530699385872,-10,1.0504712807331567,2.261904761904762,0.5079365079365079,1.753968253968254,11.658730158730158,5.015873015873016,3.134920634920635,10.626984126984127,1.0465993419144595,0.3788,0.3829,0.3866,0.49350649350649356,0.3555748873046897,1.9472,1.7877972665642725,1.628394533128545,-0.0,0,8,Celta,2.5,3.3,2.85,2.6,3.4,2.62,1.3150684931506849,10.095890410958905,3.691780821917808,1.6575342465753424,13.376712328767121,4.917808219178082,0.759,0.6992,0.6287,0.76,0.536842105263158,2.68,2.69,3.51,2.76,3.55,2.74,-3,,,,,,,0.241,0.3008,0.3713,-1.0,0.4631578947368421,2.7,3.5,2.7,2.7,3.3,2.7,15,0.26493863403599915,0.24479316500000003,0.255110705,0.26674382500000005,17,-0.08570000000000011,red,1.2544492,1.0130775,-0.24137175,0.241371750831604,1.099739540458556,0.9051018280717128,-0.19463771238684313,0.19463771238684313,1.1334555,1.2636608,0.13020527,-0.13020527362823486,0.10193472986340409,0.40300745210538946,0.25114516343214666,0.34584738446246405,0.42802393,0.24852315,0.32345295,0.34418872,0.27885833,0.37695292,0.23800525779061327,0.2158892321541157,0.2533267531165557,0.3378296846580864,0.2595088810574298,0.40266143428448387,0.23547112896362604
47,2,7,0,3,3,1,0.7050000000000001,1.0588,1.4605623663793514,-0.25,0.0,1.5164,-1.0,1,0.75,0.3975,0.9494743586010075,7.0,4.792674493833899,1,0.8088180494230364,1.150793650793651,-0.15079365079365079,1.3015873015873016,7.8809523809523805,2.9603174603174605,5.849206349206349,17.1984126984127,1.1249980509524067,0.2008,0.1576,0.1238,0.3975,0.22231282215556653,0.6713,0.6877067100719372,0.7041134201438742,0,16,Alaves,4.5,3.6,1.83,,,,4.6,3.4,1.87,49,24.0,-0.25,1.61,2.29,4.63,2.41,1.59,3.43,1.85,1.67,2.38,5.01,2.51,1.66,3.6,2.0,44,2.47,0.2988,0.2471,0.204,0.2825358921343079,11/12/16,SP1,1,0,0,D,-0.31018658327934157,,,,0,-0.25,7,14,0.3659,0,8,1,0,0,D,1,-0.5,0.8451,1.1503757831000099,-1.25,-2.0,1.9354,-1.0,1,0.25,0.6025,1.7679897492646846,6.0,5.215686985196541,-10,1.0657514844718303,1.753968253968254,0.8492063492063492,0.9047619047619048,13.452380952380954,5.5476190476190474,2.2460317460317456,6.968253968253968,0.656257849371138,0.5004,0.5952,0.6722,0.6025,0.4951512857101255,1.2425000000000002,1.6081559148468274,1.9738118296936547,0.25,0,12,Eibar,3.8,3.4,2.0,4.75,3.3,1.83,1.3265306122448979,10.122448979591837,3.7006802721088436,1.6462585034013604,13.380952380952381,4.925170068027211,0.3,0.4029,0.501,-1.0,0.41282051282051285,5.01,4.41,3.47,1.98,3.53,1.86,0,,,,,,,0.7,0.5971,0.499,0.6100000000000001,0.5871794871794872,4.8,3.6,1.85,4.8,3.4,1.85,15,0.14729889331758145,0.1453604,0.18956616499999998,0.23358964000000002,17,0.5712000000000002,yellow,1.1444253,0.77946883,-0.36495644,0.11495643854141235,1.1023828269645488,0.9002568081533997,-0.2021260188111491,-0.04787398118885089,1.22827,0.7350255,-0.49324453,0.24324452877044678,0.10344232870766941,0.21257531950121739,0.25900211703887943,0.5284225634599031,0.18015328,0.2862962,0.53355056,0.4952548,0.25727603,0.24746917,0.16220933601729,0.15856569715912805,0.15325915753283903,0.5190759795196951,0.2675247780883026,0.21339925729316347,0.15748955458390576
48,3,10,0,13,5,2,-0.5,0.2402,0.7694133425920796,1.25,2.0,1.5574,-1.0,0,0.25,0.5025906735751295,0.8022256850117904,3.0,3.8990745727040403,-10,0.6162596934320511,0.753968253968254,-1.357142857142857,2.111111111111111,6.698412698412699,2.206349206349206,5.166666666666667,17.523809523809522,1.21073165744528,0.0965,0.1435,0.2065,0.5025906735751295,0.17525545734103729,0.5472999999999999,0.6201035764264793,0.6929071528529587,0,7,Sp Gijon,5.0,3.75,1.73,,,,5.0,3.7,1.72,48,22.0,-0.75,1.67,2.19,5.27,1.92,1.94,3.6,1.72,1.74,2.3,5.8,1.96,1.99,3.8,1.77,44,-1.0,0.2009,0.2486,0.2974,0.27645931298867854,11/12/16,SP1,0,1,2,H,0.880778744297731,,,,1,0.25,4,13,0.3659,0,12,6,0,0,D,1,0.47,1.0101,1.6501920868898106,2.0,0.0,1.7964,0.79,3,0.75,0.49740932642487046,1.921315001999531,8.0,4.8479204715361055,1,0.6300710392341677,1.0952380952380951,-0.15079365079365079,1.246031746031746,8.96031746031746,2.7539682539682544,3.0,8.396825396825397,0.8533719919868622,0.7026,0.6079,0.496,0.49740932642487046,0.5482852296702841,1.9221,1.5847289283139911,1.2473578566279826,0.75,1,11,Espanol,4.8,3.6,1.75,5.25,3.5,1.7,1.3175675675675675,10.074324324324325,3.695945945945946,1.635135135135135,13.344594594594595,4.898648648648648,0.4483,0.3786,0.3072,1.19,0.43264248704663216,5.8,5.6,3.55,1.79,3.7,1.73,1,,,,,,,0.5517,0.6214,0.6928,-1.0,0.5673575129533679,5.25,3.7,1.7,5.5,3.5,1.75,15,0.11738035453092205,0.048879505000000004,0.08716733,0.14834978000000001,17,1.3748,green,1.4197894,0.8865491,-0.5332403,-0.21675968170166016,1.101639983807354,0.9011564311894098,-0.20048355261794426,-0.5495164473820557,1.376152,0.61697024,-0.7591818,0.009181797504425049,-0.25236477719309697,0.19466139868792315,0.25180762971490905,0.5535309715971677,0.20251018,0.26742485,0.530065,0.5304502,0.25189355,0.21765617,0.11861382673105386,0.1309246321651849,0.13392561179254558,0.5380153988435973,0.257042010509472,0.20494258071282312,0.12771561858335795
49,7,13,0,13,3,3,-1.0,1.3787,0.4765262103122758,-2.0,0.0,2.3975,-1.0,0,0.0,0.5,1.7555698748364672,4.0,8.39408182265301,-10,1.1673362706608565,1.507936507936508,0.9047619047619048,0.6031746031746031,10.603174603174603,4.809523809523809,3.4126984126984126,12.182539682539684,0.6955137991047208,0.3782,0.3572,0.3378,0.5,0.48526741257102685,0.9581,1.0763150995847053,1.1945301991694106,0,5,Ath Madrid,1.85,3.5,4.5,,,,1.9,3.5,4.25,48,22.0,0.5,1.58,2.36,1.92,1.93,1.93,3.36,4.32,2.03,2.5,2.0,1.98,2.01,3.5,4.86,41,-1.0,0.3323,0.297,0.2693,0.2997676371233866,12/12/16,SP1,0,0,3,H,0.1251132537100228,,,,3,3.5,2,13,0.3659,0,9,5,0,2,H,3,0.9299999999999999,1.4394,0.6016394640222986,-0.25,0.0,1.81,3.5599999999999996,3,1.0,0.5,0.944662488040146,4.0,6.648500038973087,1,1.1504307826495441,2.111111111111111,1.357142857142857,0.753968253968254,13.80952380952381,5.753968253968254,3.015873015873016,8.865079365079366,0.7779135762893434,0.2895,0.3457,0.3929,0.5,0.21496495030558646,0.7972,1.0537485844174994,1.310297168834999,-0.5,1,19,Villarreal,2.0,3.4,3.8,1.91,3.3,4.33,1.3154362416107384,10.093959731543624,3.7046979865771816,1.6375838926174497,13.33557046979866,4.906040268456376,0.2574,0.3585,0.4574,1.3599999999999999,0.401015228426396,1.96,2.02,3.27,4.56,3.44,4.54,3,,,,,,,0.7426,0.6415,0.5426,-1.0,0.598984771573604,1.93,3.4,4.3,1.95,3.3,4.5,15,0.42588224547604475,0.323922745,0.27788589,0.24133962499999997,17,-0.16089999999999993,green,0.7079028,1.2794218,0.571519,-0.07151901721954346,1.1000061174402604,0.9055390206049636,-0.19446709683529684,0.6944670968352968,0.9513496,1.3375206,0.38617098,0.11382901668548584,0.2455923654337464,0.4400023607909758,0.26238935399690066,0.29760828521212324,0.3148302,0.3571858,0.32798398,0.20267266,0.26939398,0.52793336,0.3434780992521432,0.27536180040857205,0.4572222591256878,0.2760883069911281,0.29632304843478335,0.42758864457408846,0.35344009412183874
